0.00535, -0.0375945
0.0054, -0.0380939
0.00545, -0.0386013
0.0055, -0.0391169
0.00555, -0.0396407
0.0056, -0.0401729
0.00565, -0.0407137
0.0057, -0.0412632
0.00575, -0.0412632
0.0058, -0.0423891
0.00585, -0.0429658
0.0059, -0.0429658
0.00595, -0.0441474
0.006, -0.0447527
0.00605, -0.0453679
0.0061, -0.0459932
0.00615, -0.0466288
0.0062, -0.0472747
0.00625, -0.0479314
0.0063, -0.0485988
0.00635, -0.0492773
0.0064, -0.049967
0.00645, -0.0506681
0.0065, -0.0513809
0.00655, -0.0521055
0.0066, -0.0528422
0.00665, -0.0535911
0.0067, -0.0543526
0.00675, -0.0551268
0.0068, -0.055914
0.00685, -0.0567143
0.0069, -0.0575281
0.00695, -0.0583556
0.007, -0.059197
0.00705, -0.0600526
0.0071, -0.0609226
0.00715, -0.0618073
0.0072, -0.0627069
0.00725, -0.0636218
0.0073, -0.0645522
0.00735, -0.0654984
0.0074, -0.0664606
0.00745, -0.0674391
0.0075, -0.0684343
0.00755, -0.0694464
0.0076, -0.0704757
0.00765, -0.0715225
0.0077, -0.0725872
0.00775, -0.0736701
0.0078, -0.0747713
0.00785, -0.0758914
0.0079, -0.0770306
0.00795, -0.0781892
0.008, -0.0793676
0.00805, -0.0805661
0.0081, -0.0805661
0.00815, -0.0830247
0.0082, -0.0842856
0.00825, -0.085568
0.0083, -0.0868722
0.00835, -0.0881987
0.0084, -0.0895477
0.00845, -0.0909197
0.0085, -0.092315
0.00855, -0.0937341
0.0086, -0.0951772
0.00865, -0.0951772
0.0087, -0.0981371
0.00875, -0.0996547
0.0088, -0.101198
0.00885, -0.102767
0.0089, -0.104363
0.00895, -0.104363
0.009, -0.107635
0.00905, -0.109312
0.0091, -0.111017
0.00915, -0.112751
0.0092, -0.114513
0.00925, -0.116304
0.0093, -0.118125
0.00935, -0.119976
0.0094, -0.121857
0.00945, -0.123769
0.0095, -0.125712
0.00955, -0.127686
0.0096, -0.129692
0.00965, -0.131731
0.0097, -0.133802
0.00975, -0.135905
0.0098, -0.135905
0.00985, -0.140213
0.0099, -0.142418
0.00995, -0.144656
0.01, -0.146929
0.01005, -0.149237
0.0101, -0.15158
0.01015, -0.153959
0.0102, -0.156373
0.01025, -0.158822
0.0103, -0.161308
0.01035, -0.16383
0.0104, -0.166388
0.01045, -0.168983
0.0105, -0.171614
0.01055, -0.174282
0.0106, -0.176987
0.01065, -0.176987
0.0107, -0.182507
0.01075, -0.185322
0.0108, -0.188174
0.01085, -0.191063
0.0109, -0.193987
0.01095, -0.193987
0.011, -0.199946
0.01105, -0.202979
0.0111, -0.206047
0.01115, -0.209151
0.0112, -0.212289
0.01125, -0.215462
0.0113, -0.218668
0.01135, -0.221907
0.0114, -0.225179
0.01145, -0.228483
0.0115, -0.228483
0.01155, -0.235182
0.0116, -0.238576
0.01165, -0.241999
0.0117, -0.245448
0.01175, -0.248924
0.0118, -0.248924
0.01185, -0.25595
0.0119, -0.259497
0.01195, -0.263065
0.012, -0.266652
0.01205, -0.270257
0.0121, -0.273878
0.01215, -0.277514
0.0122, -0.281162
0.01225, -0.28482
0.0123, -0.288487
0.01235, -0.288487
0.0124, -0.295837
0.01245, -0.299516
0.0125, -0.303194
0.01255, -0.306869
0.0126, -0.310538
0.01265, -0.310538
0.0127, -0.317848
0.01275, -0.321484
0.0128, -0.325102
0.01285, -0.3287
0.0129, -0.332274
0.01295, -0.335823
0.013, -0.339341
0.01305, -0.342826
0.0131, -0.346275
0.01315, -0.349684
0.0132, -0.35305
0.01325, -0.356368
0.0133, -0.359636
0.01335, -0.362849
0.0134, -0.366005
0.01345, -0.369098
0.0135, -0.372126
0.01355, -0.375085
0.0136, -0.377971
0.01365, -0.38078
0.0137, -0.383509
0.01375, -0.386153
0.0138, -0.38871
0.01385, -0.391175
0.0139, -0.393545
0.01395, -0.395817
0.014, -0.397986
0.01405, -0.40005
0.0141, -0.402005
0.01415, -0.403848
0.0142, -0.405576
0.01425, -0.407186
0.0143, -0.408675
0.01435, -0.41004
0.0144, -0.41128
0.01445, -0.41239
0.0145, -0.413369
0.01455, -0.414216
0.0146, -0.414927
0.01465, -0.415501
0.0147, -0.415937
0.01475, -0.416233
0.0148, -0.416388
0.01485, -0.416401
0.0149, -0.416271
0.01495, -0.415997
0.015, -0.415579
0.01505, -0.415017
0.0151, -0.414311
0.01515, -0.413461
0.0152, -0.412466
0.01525, -0.411329
0.0153, -0.41005
0.01535, -0.408629
0.0154, -0.407067
0.01545, -0.405367
0.0155, -0.40353
0.01555, -0.401556
0.0156, -0.399449
0.01565, -0.39721
0.0157, -0.394842
0.01575, -0.392346
0.0158, -0.389726
0.01585, -0.386983
0.0159, -0.384121
0.01595, -0.381142
0.016, -0.37805
0.01605, -0.374846
0.0161, -0.371535
0.01615, -0.36812
0.0162, -0.36812
0.01625, -0.36099
0.0163, -0.357281
0.01635, -0.353482
0.0164, -0.349594
0.01645, -0.349594
0.0165, -0.341571
0.01655, -0.337441
0.0166, -0.333238
0.01665, -0.328964
0.0167, -0.324624
0.01675, -0.32022
0.0168, -0.315755
0.01685, -0.311234
0.0169, -0.306659
0.01695, -0.302034
0.017, -0.297361
0.01705, -0.297361
0.0171, -0.287886
0.01715, -0.28309
0.0172, -0.278259
0.01725, -0.273395
0.0173, -0.273395
0.01735, -0.263579
0.0174, -0.258633
0.01745, -0.253665
0.0175, -0.248677
0.01755, -0.243671
0.0176, -0.238649
0.01765, -0.233614
0.0177, -0.228568
0.01775, -0.223512
0.0178, -0.218448
0.01785, -0.213377
0.0179, -0.213377
0.01795, -0.203224
0.018, -0.198144
0.01805, -0.193064
0.0181, -0.187984
0.01815, -0.182907
0.0182, -0.177832
0.01825, -0.172761
0.0183, -0.167695
0.01835, -0.162634
0.0184, -0.157579
0.01845, -0.152532
0.0185, -0.147491
0.01855, -0.142459
0.0186, -0.137435
0.01865, -0.132419
0.0187, -0.127412
0.01875, -0.127412
0.0188, -0.117426
0.01885, -0.112446
0.0189, -0.107476
0.01895, -0.102516
0.019, -0.0975643
0.01905, -0.0926219
0.0191, -0.0876885
0.01915, -0.0827637
0.0192, -0.0778474
0.01925, -0.0729392
0.0193, -0.0680388
0.01935, -0.0631459
0.0194, -0.05826
0.01945, -0.0533807
0.0195, -0.0485076
0.01955, -0.0436402
0.0196, -0.0436402
0.01965, -0.0339203
0.0197, -0.0290668
0.01975, -0.0242169
0.0198, -0.0193699
0.01985, -0.0145253
0.0199, -0.00968253
0.01995, -0.00484096
0.02, 0
0.02005, 0.00484096
0.0201, 0.00968253
0.02015, 0.0145253
0.0202, 0.0193699
0.02025, 0.0242169
0.0203, 0.0290668
0.02035, 0.0339203
0.0204, 0.0387779
0.02045, 0.0387779
0.0205, 0.0485076
0.02055, 0.0533807
0.0206, 0.05826
0.02065, 0.0631459
0.0207, 0.0680388
0.02075, 0.0729392
0.0208, 0.0778474
0.02085, 0.0827637
0.0209, 0.0876885
0.02095, 0.0926219
0.021, 0.0975643
0.02105, 0.102516
0.0211, 0.107476
0.02115, 0.112446
0.0212, 0.117426
0.02125, 0.122414
0.0213, 0.122414
0.02135, 0.132419
0.0214, 0.137435
0.02145, 0.142459
0.0215, 0.147491
0.02155, 0.152532
0.0216, 0.157579
0.02165, 0.162634
0.0217, 0.167695
0.02175, 0.172761
0.0218, 0.177832
0.02185, 0.182907
0.0219, 0.182907
0.02195, 0.193064
0.022, 0.198144
0.02205, 0.203224
0.0221, 0.208302
0.02215, 0.208302
0.0222, 0.218448
0.02225, 0.223512
0.0223, 0.228568
0.02235, 0.233614
0.0224, 0.238649
0.02245, 0.243671
0.0225, 0.248677
0.02255, 0.253665
0.0226, 0.258633
0.02265, 0.263579
0.0227, 0.268501
0.02275, 0.268501
0.0228, 0.278259
0.02285, 0.28309
0.0229, 0.287886
0.02295, 0.292644
0.023, 0.292644
0.02305, 0.302034
0.0231, 0.306659
0.02315, 0.311234
0.0232, 0.315755
0.02325, 0.32022
0.0233, 0.324624
0.02335, 0.328964
0.0234, 0.333238
0.02345, 0.337441
0.0235, 0.341571
0.02355, 0.345623
0.0236, 0.345623
0.02365, 0.353482
0.0237, 0.357281
0.02375, 0.36099
0.0238, 0.364604
0.02385, 0.364604
0.0239, 0.371535
0.02395, 0.374846
0.024, 0.37805
0.02405, 0.381142
0.0241, 0.384121
0.02415, 0.386983
0.0242, 0.389726
0.02425, 0.392346
0.0243, 0.394842
0.02435, 0.39721
0.0244, 0.399449
0.02445, 0.399449
0.0245, 0.40353
0.02455, 0.405367
0.0246, 0.407067
0.02465, 0.408629
0.0247, 0.408629
0.02475, 0.411329
0.0248, 0.412466
0.02485, 0.413461
0.0249, 0.414311
0.02495, 0.415017
0.025, 0.415579
0.02505, 0.415997
0.0251, 0.416271
0.02515, 0.416401
0.0252, 0.416388
0.02525, 0.416233
0.0253, 0.416233
0.02535, 0.415501
0.0254, 0.414927
0.02545, 0.414216
0.0255, 0.413369
0.02555, 0.413369
0.0256, 0.41128
0.02565, 0.41004
0.0257, 0.408675
0.02575, 0.407186
0.0258, 0.405576
0.02585, 0.403848
0.0259, 0.402005
0.02595, 0.40005
0.026, 0.397986
0.02605, 0.395817
0.0261, 0.393545
0.02615, 0.391175
0.0262, 0.38871
0.02625, 0.386153
0.0263, 0.383509
0.02635, 0.38078
0.0264, 0.377971
0.02645, 0.375085
0.0265, 0.372126
0.02655, 0.369098
0.0266, 0.366005
0.02665, 0.362849
0.0267, 0.359636
0.02675, 0.356368
0.0268, 0.35305
0.02685, 0.349684
0.0269, 0.346275
0.02695, 0.342826
0.027, 0.339341
0.02705, 0.335823
0.0271, 0.332274
0.02715, 0.3287
0.0272, 0.325102
0.02725, 0.321484
0.0273, 0.317848
0.02735, 0.314199
0.0274, 0.310538
0.02745, 0.306869
0.0275, 0.303194
0.02755, 0.299516
0.0276, 0.295837
0.02765, 0.29216
0.0277, 0.288487
0.02775, 0.28482
0.0278, 0.281162
0.02785, 0.277514
0.0279, 0.273878
0.02795, 0.270257
0.028, 0.266652
0.02805, 0.263065
0.0281, 0.259497
0.02815, 0.25595
0.0282, 0.252425
0.02825, 0.248924
0.0283, 0.245448
0.02835, 0.241999
0.0284, 0.238576
0.02845, 0.235182
0.0285, 0.231817
0.02855, 0.228483
0.0286, 0.225179
0.02865, 0.221907
0.0287, 0.218668
0.02875, 0.215462
0.0288, 0.212289
0.02885, 0.209151
0.0289, 0.206047
0.02895, 0.202979
0.029, 0.199946
0.02905, 0.196949
0.0291, 0.193987
0.02915, 0.191063
0.0292, 0.188174
0.02925, 0.185322
0.0293, 0.182507
0.02935, 0.179729
0.0294, 0.176987
0.02945, 0.174282
0.0295, 0.171614
0.02955, 0.168983
0.0296, 0.166388
0.02965, 0.16383
0.0297, 0.161308
0.02975, 0.158822
0.0298, 0.156373
0.02985, 0.153959
0.0299, 0.15158
0.02995, 0.149237
0.03, 0.146929
0.03005, 0.144656
0.0301, 0.142418
0.03015, 0.140213
0.0302, 0.138042
0.03025, 0.135905
0.0303, 0.133802
0.03035, 0.131731
0.0304, 0.129692
0.03045, 0.127686
0.0305, 0.125712
0.03055, 0.123769
0.0306, 0.121857
0.03065, 0.119976
0.0307, 0.118125
0.03075, 0.116304
0.0308, 0.114513
0.03085, 0.112751
0.0309, 0.111017
0.03095, 0.109312
0.031, 0.107635
0.03105, 0.105985
0.0311, 0.104363
0.03115, 0.102767
0.0312, 0.101198
0.03125, 0.0996547
0.0313, 0.0981371
0.03135, 0.0966447
0.0314, 0.0951772
0.03145, 0.0937341
0.0315, 0.092315
0.03155, 0.0909197
0.0316, 0.0895477
0.03165, 0.0881987
0.0317, 0.0868722
0.03175, 0.085568
0.0318, 0.0842856
0.03185, 0.0830247
0.0319, 0.081785
0.03195, 0.0805661
0.032, 0.0793676
0.03205, 0.0781892
0.0321, 0.0770306
0.03215, 0.0758914
0.0322, 0.0747713
0.03225, 0.0736701
0.0323, 0.0725872
0.03235, 0.0715225
0.0324, 0.0715225
0.03245, 0.0694464
0.0325, 0.0684343
0.03255, 0.0674391
0.0326, 0.0664606
0.03265, 0.0664606
0.0327, 0.0645522
0.03275, 0.0636218
0.0328, 0.0627069
0.03285, 0.0618073
0.0329, 0.0618073
0.03295, 0.0600526
0.033, 0.059197
0.03305, 0.0583556
0.0331, 0.0575281
0.03315, 0.0567143
0.0332, 0.055914
0.03325, 0.0551268
0.0333, 0.0543526
0.03335, 0.0535911
0.0334, 0.0528422
0.03345, 0.0521055
0.0335, 0.0513809
0.03355, 0.0506681
0.0336, 0.049967
0.03365, 0.0492773
0.0337, 0.0485988
0.03375, 0.0479314
0.0338, 0.0472747
0.03385, 0.0466288
0.0339, 0.0459932
0.03395, 0.0453679
0.034, 0.0447527
0.03405, 0.0441474
0.0341, 0.0441474
0.03415, 0.0429658
0.0342, 0.0423891
0.03425, 0.0418216
0.0343, 0.0412632
0.03435, 0.0412632
0.0344, 0.0401729
0.03445, 0.0396407
0.0345, 0.0391169
0.03455, 0.0386013
0.0346, 0.0386013
0.03465, 0.0375945
0.0347, 0.0371029
0.03475, 0.036619
0.0348, 0.0361427
0.03485, 0.0356738
0.0349, 0.0352122
0.03495, 0.0347577
0.035, 0.0343104
0.03505, 0.0338699
0.0351, 0.0334362
0.03515, 0.0330093
0.0352, 0.0325889
0.03525, 0.0321749
0.0353, 0.0317673
0.03535, 0.0313659
0.0354, 0.0309706
0.03545, 0.0305814
0.0355, 0.030198
0.03555, 0.030198
0.0356, 0.0294486
0.03565, 0.0290824
0.0357, 0.0287216
0.03575, 0.0283663
0.0358, 0.0283663
0.03585, 0.0276716
0.0359, 0.027332
0.03595, 0.0269974
0.036, 0.0266678
0.03605, 0.0266678
0.0361, 0.0260232
0.03615, 0.025708
0.0362, 0.0253974
0.03625, 0.0250914
0.0363, 0.0247899
0.03635, 0.0244928
0.0364, 0.0242
0.03645, 0.0239115
0.0365, 0.0236272
0.03655, 0.023347
0.0366, 0.0230708
0.03665, 0.0227986
0.0367, 0.0225303
0.03675, 0.0222659
0.0368, 0.0220053
0.03685, 0.0217483
0.0369, 0.0214951
0.03695, 0.0212454
0.037, 0.0209993
0.03705, 0.0207567
0.0371, 0.0205175
0.03715, 0.0202816
0.0372, 0.0200491
0.03725, 0.0200491
0.0373, 0.0195938
0.03735, 0.0193709
0.0374, 0.0191511
0.03745, 0.0189343
0.0375, 0.0189343
0.03755, 0.0185098
0.0376, 0.0183019
0.03765, 0.0180969
0.0377, 0.0178947
0.03775, 0.0178947
0.0378, 0.0174985
0.03785, 0.0173045
0.0379, 0.0171131
0.03795, 0.0169243
0.038, 0.0167381
0.03805, 0.0165543
0.0381, 0.0163731
0.03815, 0.0161943
0.0382, 0.0160179
0.03825, 0.0158438
0.0383, 0.0156721
0.03835, 0.0155026
0.0384, 0.0153355
0.03845, 0.0151705
0.0385, 0.0150077
0.03855, 0.0148471
0.0386, 0.0146885
0.03865, 0.0145321
0.0387, 0.0143777
0.03875, 0.0142253
0.0388, 0.0140749
0.03885, 0.0139265
0.0389, 0.01378
0.03895, 0.01378
0.039, 0.0134927
0.03905, 0.0133518
0.0391, 0.0132127
0.03915, 0.0130754
0.0392, 0.0130754
0.03925, 0.012806
0.0393, 0.0126739
0.03935, 0.0125435
0.0394, 0.0124147
0.03945, 0.0124147
0.0395, 0.0121621
0.03955, 0.0120381
0.0396, 0.0119157
0.03965, 0.0117949
0.0397, 0.0116756
0.03975, 0.0115577
0.0398, 0.0114413
0.03985, 0.0113264
0.0399, 0.0112129
0.03995, 0.0111008
0.04, 2.5e-05
0.04005, 0
0.0401, 0
0.04015, 0
0.0402, 0
0.04025, 0
0.0403, 0
0.04035, 0
0.0404, 0
0.04045, 0
0.0405, 0
0.04055, 0
0.0406, 0
0.04065, 0
0.0407, 0
0.04075, 0
0.0408, 0
0.04085, 0
0.0409, 0
0.04095, 0
0.041, 0
0.04105, 0
0.0411, 0
0.04115, 0
0.0412, 0
0.04125, 0
0.0413, 0
0.04135, 0
0.0414, 0
0.04145, 0
0.0415, 0
0.04155, 0
0.0416, 0
0.04165, 0
0.0417, 0
0.04175, 0
0.0418, 0
0.04185, 0
0.0419, 0
0.04195, 0
0.042, 0
0.04205, 0
0.0421, 0
0.04215, 0
0.0422, 0
0.04225, 0
0.0423, 0
0.04235, 0
0.0424, 0
0.04245, 0
0.0425, 0
0.04255, 0
0.0426, 0
0.04265, 0
0.0427, 0
0.04275, 0
0.0428, 0
0.04285, 0
0.0429, 0
0.04295, 0
0.043, 0
0.04305, 0
0.0431, 0
0.04315, 0
0.0432, 0
0.04325, 0
0.0433, 0
0.04335, 0
0.0434, 0
0.04345, 0
0.0435, 0
0.04355, 0
0.0436, 0
0.04365, 0
0.0437, 0
0.04375, 0
0.0438, 0
0.04385, 0
0.0439, 0
0.04395, 0
0.044, 0
0.04405, 0
0.0441, 0
0.04415, 0
0.0442, 0
0.04425, 0
0.0443, 0
0.04435, 0
0.0444, 0
0.04445, 0
0.0445, 0
0.04455, 0
0.0446, 0
0.04465, 0
0.0447, 0
0.04475, 0
0.0448, 0
0.04485, 0
0.0449, 0
0.04495, 0
0.045, 0
0.04505, 0
0.0451, 0
0.04515, 0
0.0452, 0
0.04525, 0
0.0453, 0
0.04535, 0
0.0454, 0
0.04545, 0
0.0455, 0
0.04555, 0
0.0456, 0
0.04565, 0
0.0457, 0
0.04575, 0
0.0458, 0
0.04585, 0
0.0459, 0
0.04595, 0
0.046, 0
0.04605, 0
0.0461, 0
0.04615, 0
0.0462, 0
0.04625, 0
0.0463, 0
0.04635, 0
0.0464, 0
0.04645, 0
0.0465, 0
0.04655, 0
0.0466, 0
0.04665, 0
0.0467, 0
0.04675, 0
0.0468, 0
0.04685, 0
0.0469, 0
0.04695, 0
0.047, 0
0.04705, 0
0.0471, 0
0.04715, 0
0.0472, 0
0.04725, 0
0.0473, 0
0.04735, 0
0.0474, 0
0.04745, 0
0.0475, 0
0.04755, 0
0.0476, 0
0.04765, 0
0.0477, 0
0.04775, 0
0.0478, 0
0.04785, 0
0.0479, 0
0.04795, 0
0.048, 0
0.04805, 0
0.0481, 0
0.04815, 0
0.0482, 0
0.04825, 0
0.0483, 0
0.04835, 0
0.0484, 0
0.04845, 0
0.0485, 0
0.04855, 0
0.0486, 0
0.04865, 0
0.0487, 0
0.04875, 0
0.0488, 0
0.04885, 0
0.0489, 0
0.04895, 0
0.049, 0
0.04905, 0
0.0491, 0
0.04915, 0
0.0492, 0
0.04925, 0
0.0493, 0
0.04935, 0
0.0494, 0
0.04945, 0
0.0495, 0
0.04955, 0
0.0496, 0
0.04965, 0
0.0497, 0
0.04975, 0
0.0498, 0
0.04985, 0
0.0499, 0
0.04995, 0
0.05, 0
0.05005, 0
0.0501, 0
0.05015, 0
0.0502, 0
0.05025, 0
0.0503, 0
0.05035, 0
0.0504, 0
0.05045, 0
0.0505, 0
0.05055, 0
0.0506, 0
0.05065, 0
0.0507, 0
0.05075, 0
0.0508, 0
0.05085, 0
0.0509, 0
0.05095, 0
0.051, 0
0.05105, 0
0.0511, 0
0.05115, 0
0.0512, 0
0.05125, 0
0.0513, 0
0.05135, 0
0.0514, 0
0.05145, 0
0.0515, 0
0.05155, 0
0.0516, 0
0.05165, 0
0.0517, 0
0.05175, 0
0.0518, 0
0.05185, 0
0.0519, 0
0.05195, 0
0.052, 0
0.05205, 0
0.0521, 0
0.05215, 0
0.0522, 0
0.05225, 0
0.0523, 0
0.05235, 0
0.0524, 0
0.05245, 0
0.0525, 0
0.05255, 0
0.0526, 0
0.05265, 0
0.0527, 0
0.05275, 0
0.0528, 0
0.05285, 0
0.0529, 0
0.05295, 0
0.053, 0
0.05305, 0
0.0531, 0
0.05315, 0
0.0532, 0
0.05325, 0
0.0533, 0
0.05335, 0
0.0534, 0
0.05345, 0
0.0535, 0
0.05355, 0
0.0536, 0
0.05365, 0
0.0537, 0
0.05375, 0
0.0538, 0
0.05385, 0
0.0539, 0
0.05395, 0
0.054, 0
0.05405, 0
0.0541, 0
0.05415, 0
0.0542, 0
0.05425, 0
0.0543, 0
0.05435, 0
0.0544, 0
0.05445, 0
0.0545, 0
0.05455, 0
0.0546, 0
0.05465, 0
0.0547, 0
0.05475, 0
0.0548, 0
0.05485, 0
0.0549, 0
0.05495, 0
0.055, 0
0.05505, 0
0.0551, 0
0.05515, 0
0.0552, 0
0.05525, 0
0.0553, 0
0.05535, 0
0.0554, 0
0.05545, 0
0.0555, 0
0.05555, 0
0.0556, 0
0.05565, 0
0.0557, 0
0.05575, 0
0.0558, 0
0.05585, 0
0.0559, 0
0.05595, 0
0.056, 0
0.05605, 0
0.0561, 0
0.05615, 0
0.0562, 0
0.05625, 0
0.0563, 0
0.05635, 0
0.0564, 0
0.05645, 0
0.0565, 0
0.05655, 0
0.0566, 0
0.05665, 0
0.0567, 0
0.05675, 0
0.0568, 0
0.05685, 0
0.0569, 0
0.05695, 0
0.057, 0
0.05705, 0
0.0571, 0
0.05715, 0
0.0572, 0
0.05725, 0
0.0573, 0
0.05735, 0
0.0574, 0
0.05745, 0
0.0575, 0
0.05755, 0
0.0576, 0
0.05765, 0
0.0577, 0
0.05775, 0
0.0578, 0
0.05785, 0
0.0579, 0
0.05795, 0
0.058, 0
0.05805, 0
0.0581, 0
0.05815, 0
0.0582, 0
0.05825, 0
0.0583, 0
0.05835, 0
0.0584, 0
0.05845, 0
0.0585, 0
0.05855, 0
0.0586, 0
0.05865, 0
0.0587, 0
0.05875, 0
0.0588, 0
0.05885, 0
0.0589, 0
0.05895, 0
0.059, 0
0.05905, 0
0.0591, 0
0.05915, 0
0.0592, 0
0.05925, 0
0.0593, 0
0.05935, 0
0.0594, 0
0.05945, 0
0.0595, 0
0.05955, 0
0.0596, 0
0.05965, 0
0.0597, 0
0.05975, 0
0.0598, 0
0.05985, 0
0.0599, 0
0.05995, 0
0.06, 0
