0.0074, -0.126006
0.00745, -0.127861
0.0075, -0.129748
0.00755, -0.131667
0.0076, -0.133618
0.00765, -0.135603
0.0077, -0.137622
0.00775, -0.139675
0.0078, -0.141763
0.00785, -0.143886
0.0079, -0.146046
0.00795, -0.148243
0.008, -0.150477
0.00805, -0.152749
0.0081, -0.152749
0.00815, -0.157411
0.0082, -0.159801
0.00825, -0.162232
0.0083, -0.164705
0.00835, -0.16722
0.0084, -0.169778
0.00845, -0.172379
0.0085, -0.175024
0.00855, -0.177715
0.0086, -0.180451
0.00865, -0.180451
0.0087, -0.186063
0.00875, -0.18894
0.0088, -0.191866
0.00885, -0.194841
0.0089, -0.197866
0.00895, -0.197866
0.009, -0.20407
0.00905, -0.20725
0.0091, -0.210482
0.00915, -0.213769
0.0092, -0.21711
0.00925, -0.220507
0.0093, -0.223959
0.00935, -0.227468
0.0094, -0.231035
0.00945, -0.234659
0.0095, -0.238343
0.00955, -0.242086
0.0096, -0.24589
0.00965, -0.249755
0.0097, -0.253681
0.00975, -0.25767
0.0098, -0.25767
0.00985, -0.265837
0.0099, -0.270016
0.00995, -0.274261
0.01, -0.27857
0.01005, -0.282946
0.0101, -0.287389
0.01015, -0.291898
0.0102, -0.296475
0.01025, -0.301119
0.0103, -0.305832
0.01035, -0.310613
0.0104, -0.315464
0.01045, -0.320383
0.0105, -0.325372
0.01055, -0.33043
0.0106, -0.335558
0.01065, -0.335558
0.0107, -0.346024
0.01075, -0.351361
0.0108, -0.356768
0.01085, -0.362245
0.0109, -0.36779
0.01095, -0.36779
0.011, -0.379087
0.01105, -0.384837
0.0111, -0.390655
0.01115, -0.396539
0.0112, -0.402489
0.01125, -0.408504
0.0113, -0.414583
0.01135, -0.420724
0.0114, -0.426927
0.01145, -0.433191
0.0115, -0.433191
0.01155, -0.445893
0.0116, -0.452328
0.01165, -0.458817
0.0117, -0.465357
0.01175, -0.471947
0.0118, -0.471947
0.01185, -0.485267
0.0119, -0.491992
0.01195, -0.498757
0.012, -0.505558
0.01205, -0.512393
0.0121, -0.519259
0.01215, -0.526151
0.0122, -0.533068
0.01225, -0.540004
0.0123, -0.546956
0.01235, -0.546956
0.0124, -0.560892
0.01245, -0.567867
0.0125, -0.57484
0.01255, -0.581808
0.0126, -0.588764
0.01265, -0.588764
0.0127, -0.602624
0.01275, -0.609516
0.0128, -0.616376
0.01285, -0.623197
0.0129, -0.629975
0.01295, -0.636702
0.013, -0.643373
0.01305, -0.649981
0.0131, -0.65652
0.01315, -0.662983
0.0132, -0.669364
0.01325, -0.675655
0.0133, -0.68185
0.01335, -0.687943
0.0134, -0.693925
0.01345, -0.699791
0.0135, -0.705532
0.01355, -0.711142
0.0136, -0.716613
0.01365, -0.721939
0.0137, -0.727112
0.01375, -0.732126
0.0138, -0.736974
0.01385, -0.741647
0.0139, -0.746141
0.01395, -0.750447
0.014, -0.75456
0.01405, -0.758473
0.0141, -0.76218
0.01415, -0.765675
0.0142, -0.768951
0.01425, -0.772003
0.0143, -0.774826
0.01435, -0.777415
0.0144, -0.779764
0.01445, -0.781869
0.0145, -0.783726
0.01455, -0.785331
0.0146, -0.786679
0.01465, -0.787768
0.0147, -0.788595
0.01475, -0.789156
0.0148, -0.78945
0.01485, -0.789474
0.0149, -0.789227
0.01495, -0.788708
0.015, -0.787916
0.01505, -0.786851
0.0151, -0.785512
0.01515, -0.783899
0.0152, -0.782015
0.01525, -0.779858
0.0153, -0.777432
0.01535, -0.774738
0.0154, -0.771778
0.01545, -0.768555
0.0155, -0.765071
0.01555, -0.76133
0.0156, -0.757335
0.01565, -0.75309
0.0157, -0.7486
0.01575, -0.743868
0.0158, -0.7389
0.01585, -0.7337
0.0159, -0.728273
0.01595, -0.722625
0.016, -0.716762
0.01605, -0.710689
0.0161, -0.704412
0.01615, -0.697937
0.0162, -0.697937
0.01625, -0.684418
0.0163, -0.677386
0.01635, -0.670182
0.0164, -0.662812
0.01645, -0.662812
0.0165, -0.6476
0.01655, -0.639771
0.0166, -0.631802
0.01665, -0.623699
0.0167, -0.615469
0.01675, -0.607119
0.0168, -0.598655
0.01685, -0.590083
0.0169, -0.581409
0.01695, -0.57264
0.017, -0.563781
0.01705, -0.563781
0.0171, -0.545817
0.01715, -0.536724
0.0172, -0.527564
0.01725, -0.518342
0.0173, -0.518342
0.01735, -0.499733
0.0174, -0.490355
0.01745, -0.480936
0.0175, -0.471478
0.01755, -0.461987
0.0176, -0.452467
0.01765, -0.442921
0.0177, -0.433353
0.01775, -0.423766
0.0178, -0.414165
0.01785, -0.404552
0.0179, -0.404552
0.01795, -0.385302
0.018, -0.375671
0.01805, -0.366039
0.0181, -0.356409
0.01815, -0.346781
0.0182, -0.33716
0.01825, -0.327546
0.0183, -0.31794
0.01835, -0.308345
0.0184, -0.298762
0.01845, -0.289192
0.0185, -0.279636
0.01855, -0.270094
0.0186, -0.260569
0.01865, -0.251059
0.0187, -0.241567
0.01875, -0.241567
0.0188, -0.222633
0.01885, -0.213193
0.0189, -0.20377
0.01895, -0.194365
0.019, -0.184977
0.01905, -0.175606
0.0191, -0.166253
0.01915, -0.156916
0.0192, -0.147595
0.01925, -0.138289
0.0193, -0.128998
0.01935, -0.119721
0.0194, -0.110458
0.01945, -0.101207
0.0195, -0.0919679
0.01955, -0.0827395
0.0196, -0.0827395
0.01965, -0.0643111
0.0197, -0.0551092
0.01975, -0.0459139
0.0198, -0.0367243
0.01985, -0.0275392
0.0199, -0.0183576
0.01995, -0.00917821
0.02, 0
0.02005, 0.00917821
0.0201, 0.0183576
0.02015, 0.0275392
0.0202, 0.0367243
0.02025, 0.0459139
0.0203, 0.0551092
0.02035, 0.0643111
0.0204, 0.0735209
0.02045, 0.0735209
0.0205, 0.0919679
0.02055, 0.101207
0.0206, 0.110458
0.02065, 0.119721
0.0207, 0.128998
0.02075, 0.138289
0.0208, 0.147595
0.02085, 0.156916
0.0209, 0.166253
0.02095, 0.175606
0.021, 0.184977
0.02105, 0.194365
0.0211, 0.20377
0.02115, 0.213193
0.0212, 0.222633
0.02125, 0.232091
0.0213, 0.232091
0.02135, 0.251059
0.0214, 0.260569
0.02145, 0.270094
0.0215, 0.279636
0.02155, 0.289192
0.0216, 0.298762
0.02165, 0.308345
0.0217, 0.31794
0.02175, 0.327546
0.0218, 0.33716
0.02185, 0.346781
0.0219, 0.346781
0.02195, 0.366039
0.022, 0.375671
0.02205, 0.385302
0.0221, 0.39493
0.02215, 0.39493
0.0222, 0.414165
0.02225, 0.423766
0.0223, 0.433353
0.02235, 0.442921
0.0224, 0.452467
0.02245, 0.461987
0.0225, 0.471478
0.02255, 0.480936
0.0226, 0.490355
0.02265, 0.499733
0.0227, 0.509063
0.02275, 0.509063
0.0228, 0.527564
0.02285, 0.536724
0.0229, 0.545817
0.02295, 0.554838
0.023, 0.554838
0.02305, 0.57264
0.0231, 0.581409
0.02315, 0.590083
0.0232, 0.598655
0.02325, 0.607119
0.0233, 0.615469
0.02335, 0.623699
0.0234, 0.631802
0.02345, 0.639771
0.0235, 0.6476
0.02355, 0.655283
0.0236, 0.655283
0.02365, 0.670182
0.0237, 0.677386
0.02375, 0.684418
0.0238, 0.69127
0.02385, 0.69127
0.0239, 0.704412
0.02395, 0.710689
0.024, 0.716762
0.02405, 0.722625
0.0241, 0.728273
0.02415, 0.7337
0.0242, 0.7389
0.02425, 0.743868
0.0243, 0.7486
0.02435, 0.75309
0.0244, 0.757335
0.02445, 0.757335
0.0245, 0.765071
0.02455, 0.768555
0.0246, 0.771778
0.02465, 0.774738
0.0247, 0.774738
0.02475, 0.779858
0.0248, 0.782015
0.02485, 0.783899
0.0249, 0.785512
0.02495, 0.786851
0.025, 0.787916
0.02505, 0.788708
0.0251, 0.789227
0.02515, 0.789474
0.0252, 0.78945
0.02525, 0.789156
0.0253, 0.789156
0.02535, 0.787768
0.0254, 0.786679
0.02545, 0.785331
0.0255, 0.783726
0.02555, 0.783726
0.0256, 0.779764
0.02565, 0.777415
0.0257, 0.774826
0.02575, 0.772003
0.0258, 0.768951
0.02585, 0.765675
0.0259, 0.76218
0.02595, 0.758473
0.026, 0.75456
0.02605, 0.750447
0.0261, 0.746141
0.02615, 0.741647
0.0262, 0.736974
0.02625, 0.732126
0.0263, 0.727112
0.02635, 0.721939
0.0264, 0.716613
0.02645, 0.711142
0.0265, 0.705532
0.02655, 0.699791
0.0266, 0.693925
0.02665, 0.687943
0.0267, 0.68185
0.02675, 0.675655
0.0268, 0.669364
0.02685, 0.662983
0.0269, 0.65652
0.02695, 0.649981
0.027, 0.643373
0.02705, 0.636702
0.0271, 0.629975
0.02715, 0.623197
0.0272, 0.616376
0.02725, 0.609516
0.0273, 0.602624
0.02735, 0.595705
0.0274, 0.588764
0.02745, 0.581808
0.0275, 0.57484
0.02755, 0.567867
0.0276, 0.560892
0.02765, 0.55392
0.0277, 0.546956
0.02775, 0.540004
0.0278, 0.533068
0.02785, 0.526151
0.0279, 0.519259
0.02795, 0.512393
0.028, 0.505558
0.02805, 0.498757
0.0281, 0.491992
0.02815, 0.485267
0.0282, 0.478585
0.02825, 0.471947
0.0283, 0.465357
0.02835, 0.458817
0.0284, 0.452328
0.02845, 0.445893
0.0285, 0.439513
0.02855, 0.433191
0.0286, 0.426927
0.02865, 0.420724
0.0287, 0.414583
0.02875, 0.408504
0.0288, 0.402489
0.02885, 0.396539
0.0289, 0.390655
0.02895, 0.384837
0.029, 0.379087
0.02905, 0.373404
0.0291, 0.36779
0.02915, 0.362245
0.0292, 0.356768
0.02925, 0.351361
0.0293, 0.346024
0.02935, 0.340756
0.0294, 0.335558
0.02945, 0.33043
0.0295, 0.325372
0.02955, 0.320383
0.0296, 0.315464
0.02965, 0.310613
0.0297, 0.305832
0.02975, 0.301119
0.0298, 0.296475
0.02985, 0.291898
0.0299, 0.287389
0.02995, 0.282946
0.03, 0.27857
0.03005, 0.274261
0.0301, 0.270016
0.03015, 0.265837
0.0302, 0.261721
0.03025, 0.25767
0.0303, 0.253681
0.03035, 0.249755
0.0304, 0.24589
0.03045, 0.242086
0.0305, 0.238343
0.03055, 0.234659
0.0306, 0.231035
0.03065, 0.227468
0.0307, 0.223959
0.03075, 0.220507
0.0308, 0.21711
0.03085, 0.213769
0.0309, 0.210482
0.03095, 0.20725
0.031, 0.20407
0.03105, 0.200942
0.0311, 0.197866
0.03115, 0.194841
0.0312, 0.191866
0.03125, 0.18894
0.0313, 0.186063
0.03135, 0.183233
0.0314, 0.180451
0.03145, 0.177715
0.0315, 0.175024
0.03155, 0.172379
0.0316, 0.169778
0.03165, 0.16722
0.0317, 0.164705
0.03175, 0.162232
0.0318, 0.159801
0.03185, 0.157411
0.0319, 0.15506
0.03195, 0.152749
0.032, 0.150477
0.03205, 0.148243
0.0321, 0.146046
0.03215, 0.143886
0.0322, 0.141763
0.03225, 0.139675
0.0323, 0.137622
0.03235, 0.135603
0.0324, 0.135603
0.03245, 0.131667
0.0325, 0.129748
0.03255, 0.127861
0.0326, 0.126006
0.03265, 0.126006
0.0327, 0.122388
0.03275, 0.120624
0.0328, 0.118889
0.03285, 0.117183
0.0329, 0.117183
0.03295, 0.113857
0.033, 0.112234
0.03305, 0.110639
0.0331, 0.10907
0.03315, 0.107527
0.0332, 0.10601
0.03325, 0.104518
0.0333, 0.10305
0.03335, 0.101606
0.0334, 0.100186
0.03345, 0.0987893
0.0335, 0.0974154
0.03355, 0.0960641
0.0336, 0.0947348
0.03365, 0.0934271
0.0337, 0.0921408
0.03375, 0.0908753
0.0338, 0.0896304
0.03385, 0.0884056
0.0339, 0.0872007
0.03395, 0.0860152
0.034, 0.0848488
0.03405, 0.0837012
0.0341, 0.0837012
0.03415, 0.0814608
0.0342, 0.0803675
0.03425, 0.0792916
0.0343, 0.0782329
0.03435, 0.0782329
0.0344, 0.0761657
0.03445, 0.0751566
0.0345, 0.0741635
0.03455, 0.0731861
0.0346, 0.0731861
0.03465, 0.0712772
0.0347, 0.0703451
0.03475, 0.0694277
0.0348, 0.0685246
0.03485, 0.0676356
0.0349, 0.0667604
0.03495, 0.0658988
0.035, 0.0650506
0.03505, 0.0642156
0.0351, 0.0633934
0.03515, 0.0625838
0.0352, 0.0617868
0.03525, 0.0610019
0.0353, 0.0602291
0.03535, 0.0594681
0.0354, 0.0587186
0.03545, 0.0579806
0.0355, 0.0572538
0.03555, 0.0572538
0.0356, 0.055833
0.03565, 0.0551386
0.0357, 0.0544547
0.03575, 0.0537811
0.0358, 0.0537811
0.03585, 0.0524639
0.0359, 0.05182
0.03595, 0.0511857
0.036, 0.0505608
0.03605, 0.0505608
0.0361, 0.0493386
0.03615, 0.048741
0.0362, 0.0481522
0.03625, 0.047572
0.0363, 0.0470004
0.03635, 0.0464371
0.0364, 0.045882
0.03645, 0.0453349
0.0365, 0.0447959
0.03655, 0.0442646
0.0366, 0.043741
0.03665, 0.0432249
0.0367, 0.0427163
0.03675, 0.042215
0.0368, 0.0417208
0.03685, 0.0412337
0.0369, 0.0407535
0.03695, 0.0402802
0.037, 0.0398136
0.03705, 0.0393536
0.0371, 0.0389
0.03715, 0.0384529
0.0372, 0.038012
0.03725, 0.038012
0.0373, 0.0371488
0.03735, 0.0367261
0.0374, 0.0363094
0.03745, 0.0358985
0.0375, 0.0358985
0.03755, 0.0350936
0.0376, 0.0346994
0.03765, 0.0343107
0.0377, 0.0339273
0.03775, 0.0339273
0.0378, 0.0331763
0.03785, 0.0328084
0.0379, 0.0324455
0.03795, 0.0320876
0.038, 0.0317345
0.03805, 0.0313861
0.0381, 0.0310425
0.03815, 0.0307035
0.0382, 0.030369
0.03825, 0.030039
0.0383, 0.0297134
0.03835, 0.0293922
0.0384, 0.0290752
0.03845, 0.0287624
0.0385, 0.0284538
0.03855, 0.0281492
0.0386, 0.0278487
0.03865, 0.0275521
0.0387, 0.0272593
0.03875, 0.0269704
0.0388, 0.0266853
0.03885, 0.0264039
0.0389, 0.0261261
0.03895, 0.0261261
0.039, 0.0255814
0.03905, 0.0253142
0.0391, 0.0250505
0.03915, 0.0247902
0.0392, 0.0247902
0.03925, 0.0242796
0.0393, 0.0240291
0.03935, 0.0237818
0.0394, 0.0235377
0.03945, 0.0235377
0.0395, 0.0230587
0.03955, 0.0228237
0.0396, 0.0225916
0.03965, 0.0223625
0.0397, 0.0221362
0.03975, 0.0219128
0.0398, 0.0216922
0.03985, 0.0214742
0.0399, 0.021259
0.03995, 0.0210465
0.04, 2.5e-05
0.04005, 0
0.0401, 0
0.04015, 0
0.0402, 0
0.04025, 0
0.0403, 0
0.04035, 0
0.0404, 0
0.04045, 0
0.0405, 0
0.04055, 0
0.0406, 0
0.04065, 0
0.0407, 0
0.04075, 0
0.0408, 0
0.04085, 0
0.0409, 0
0.04095, 0
0.041, 0
0.04105, 0
0.0411, 0
0.04115, 0
0.0412, 0
0.04125, 0
0.0413, 0
0.04135, 0
0.0414, 0
0.04145, 0
0.0415, 0
0.04155, 0
0.0416, 0
0.04165, 0
0.0417, 0
0.04175, 0
0.0418, 0
0.04185, 0
0.0419, 0
0.04195, 0
0.042, 0
0.04205, 0
0.0421, 0
0.04215, 0
0.0422, 0
0.04225, 0
0.0423, 0
0.04235, 0
0.0424, 0
0.04245, 0
0.0425, 0
0.04255, 0
0.0426, 0
0.04265, 0
0.0427, 0
0.04275, 0
0.0428, 0
0.04285, 0
0.0429, 0
0.04295, 0
0.043, 0
0.04305, 0
0.0431, 0
0.04315, 0
0.0432, 0
0.04325, 0
0.0433, 0
0.04335, 0
0.0434, 0
0.04345, 0
0.0435, 0
0.04355, 0
0.0436, 0
0.04365, 0
0.0437, 0
0.04375, 0
0.0438, 0
0.04385, 0
0.0439, 0
0.04395, 0
0.044, 0
0.04405, 0
0.0441, 0
0.04415, 0
0.0442, 0
0.04425, 0
0.0443, 0
0.04435, 0
0.0444, 0
0.04445, 0
0.0445, 0
0.04455, 0
0.0446, 0
0.04465, 0
0.0447, 0
0.04475, 0
0.0448, 0
0.04485, 0
0.0449, 0
0.04495, 0
0.045, 0
0.04505, 0
0.0451, 0
0.04515, 0
0.0452, 0
0.04525, 0
0.0453, 0
0.04535, 0
0.0454, 0
0.04545, 0
0.0455, 0
0.04555, 0
0.0456, 0
0.04565, 0
0.0457, 0
0.04575, 0
0.0458, 0
0.04585, 0
0.0459, 0
0.04595, 0
0.046, 0
0.04605, 0
0.0461, 0
0.04615, 0
0.0462, 0
0.04625, 0
0.0463, 0
0.04635, 0
0.0464, 0
0.04645, 0
0.0465, 0
0.04655, 0
0.0466, 0
0.04665, 0
0.0467, 0
0.04675, 0
0.0468, 0
0.04685, 0
0.0469, 0
0.04695, 0
0.047, 0
0.04705, 0
0.0471, 0
0.04715, 0
0.0472, 0
0.04725, 0
0.0473, 0
0.04735, 0
0.0474, 0
0.04745, 0
0.0475, 0
0.04755, 0
0.0476, 0
0.04765, 0
0.0477, 0
0.04775, 0
0.0478, 0
0.04785, 0
0.0479, 0
0.04795, 0
0.048, 0
0.04805, 0
0.0481, 0
0.04815, 0
0.0482, 0
0.04825, 0
0.0483, 0
0.04835, 0
0.0484, 0
0.04845, 0
0.0485, 0
0.04855, 0
0.0486, 0
0.04865, 0
0.0487, 0
0.04875, 0
0.0488, 0
0.04885, 0
0.0489, 0
0.04895, 0
0.049, 0
0.04905, 0
0.0491, 0
0.04915, 0
0.0492, 0
0.04925, 0
0.0493, 0
0.04935, 0
0.0494, 0
0.04945, 0
0.0495, 0
0.04955, 0
0.0496, 0
0.04965, 0
0.0497, 0
0.04975, 0
0.0498, 0
0.04985, 0
0.0499, 0
0.04995, 0
0.05, 0
0.05005, 0
0.0501, 0
0.05015, 0
0.0502, 0
0.05025, 0
0.0503, 0
0.05035, 0
0.0504, 0
0.05045, 0
0.0505, 0
0.05055, 0
0.0506, 0
0.05065, 0
0.0507, 0
0.05075, 0
0.0508, 0
0.05085, 0
0.0509, 0
0.05095, 0
0.051, 0
0.05105, 0
0.0511, 0
0.05115, 0
0.0512, 0
0.05125, 0
0.0513, 0
0.05135, 0
0.0514, 0
0.05145, 0
0.0515, 0
0.05155, 0
0.0516, 0
0.05165, 0
0.0517, 0
0.05175, 0
0.0518, 0
0.05185, 0
0.0519, 0
0.05195, 0
0.052, 0
0.05205, 0
0.0521, 0
0.05215, 0
0.0522, 0
0.05225, 0
0.0523, 0
0.05235, 0
0.0524, 0
0.05245, 0
0.0525, 0
0.05255, 0
0.0526, 0
0.05265, 0
0.0527, 0
0.05275, 0
0.0528, 0
0.05285, 0
0.0529, 0
0.05295, 0
0.053, 0
0.05305, 0
0.0531, 0
0.05315, 0
0.0532, 0
0.05325, 0
0.0533, 0
0.05335, 0
0.0534, 0
0.05345, 0
0.0535, 0
0.05355, 0
0.0536, 0
0.05365, 0
0.0537, 0
0.05375, 0
0.0538, 0
0.05385, 0
0.0539, 0
0.05395, 0
0.054, 0
0.05405, 0
0.0541, 0
0.05415, 0
0.0542, 0
0.05425, 0
0.0543, 0
0.05435, 0
0.0544, 0
0.05445, 0
0.0545, 0
0.05455, 0
0.0546, 0
0.05465, 0
0.0547, 0
0.05475, 0
0.0548, 0
0.05485, 0
0.0549, 0
0.05495, 0
0.055, 0
0.05505, 0
0.0551, 0
0.05515, 0
0.0552, 0
0.05525, 0
0.0553, 0
0.05535, 0
0.0554, 0
0.05545, 0
0.0555, 0
0.05555, 0
0.0556, 0
0.05565, 0
0.0557, 0
0.05575, 0
0.0558, 0
0.05585, 0
0.0559, 0
0.05595, 0
0.056, 0
0.05605, 0
0.0561, 0
0.05615, 0
0.0562, 0
0.05625, 0
0.0563, 0
0.05635, 0
0.0564, 0
0.05645, 0
0.0565, 0
0.05655, 0
0.0566, 0
0.05665, 0
0.0567, 0
0.05675, 0
0.0568, 0
0.05685, 0
0.0569, 0
0.05695, 0
0.057, 0
0.05705, 0
0.0571, 0
0.05715, 0
0.0572, 0
0.05725, 0
0.0573, 0
0.05735, 0
0.0574, 0
0.05745, 0
0.0575, 0
0.05755, 0
0.0576, 0
0.05765, 0
0.0577, 0
0.05775, 0
0.0578, 0
0.05785, 0
0.0579, 0
0.05795, 0
0.058, 0
0.05805, 0
0.0581, 0
0.05815, 0
0.0582, 0
0.05825, 0
0.0583, 0
0.05835, 0
0.0584, 0
0.05845, 0
0.0585, 0
0.05855, 0
0.0586, 0
0.05865, 0
0.0587, 0
0.05875, 0
0.0588, 0
0.05885, 0
0.0589, 0
0.05895, 0
0.059, 0
0.05905, 0
0.0591, 0
0.05915, 0
0.0592, 0
0.05925, 0
0.0593, 0
0.05935, 0
0.0594, 0
0.05945, 0
0.0595, 0
0.05955, 0
0.0596, 0
0.05965, 0
0.0597, 0
0.05975, 0
0.0598, 0
0.05985, 0
0.0599, 0
0.05995, 0
0.06, 0
