0.00945, -0.290261
0.0095, -0.294811
0.00955, -0.299435
0.0096, -0.304134
0.00965, -0.308908
0.0097, -0.313758
0.00975, -0.318687
0.0098, -0.319006
0.00985, -0.328778
0.0099, -0.333943
0.00995, -0.339189
0.01, -0.344515
0.01005, -0.349924
0.0101, -0.355416
0.01015, -0.360991
0.0102, -0.36665
0.01025, -0.372393
0.0103, -0.378221
0.01035, -0.384135
0.0104, -0.390135
0.01045, -0.396222
0.0105, -0.402395
0.01055, -0.408655
0.0106, -0.415002
0.01065, -0.415424
0.0107, -0.427958
0.01075, -0.434568
0.0108, -0.441265
0.01085, -0.448049
0.0109, -0.45492
0.01095, -0.455384
0.011, -0.468921
0.01105, -0.476051
0.0111, -0.483265
0.01115, -0.490564
0.0112, -0.497946
0.01125, -0.505411
0.0113, -0.512957
0.01135, -0.520584
0.0114, -0.528289
0.01145, -0.536071
0.0115, -0.536617
0.01155, -0.551861
0.0116, -0.559865
0.01165, -0.567938
0.0117, -0.576079
0.01175, -0.584285
0.0118, -0.584877
0.01185, -0.600882
0.0119, -0.609266
0.01195, -0.617704
0.012, -0.626192
0.01205, -0.634726
0.0121, -0.643303
0.01215, -0.651919
0.0122, -0.660569
0.01225, -0.669249
0.0123, -0.677955
0.01235, -0.678626
0.0124, -0.695423
0.01245, -0.704175
0.0125, -0.712933
0.01255, -0.721689
0.0126, -0.730439
0.01265, -0.731148
0.0127, -0.747894
0.01275, -0.756586
0.0128, -0.765246
0.01285, -0.773866
0.0129, -0.782441
0.01295, -0.790961
0.013, -0.79942
0.01305, -0.807811
0.0131, -0.816124
0.01315, -0.824354
0.0132, -0.83249
0.01325, -0.840525
0.0133, -0.848451
0.01335, -0.856259
0.0134, -0.863941
0.01345, -0.871487
0.0135, -0.87889
0.01355, -0.886141
0.0136, -0.89323
0.01365, -0.900149
0.0137, -0.906889
0.01375, -0.913442
0.0138, -0.919798
0.01385, -0.92595
0.0139, -0.931888
0.01395, -0.937605
0.014, -0.943091
0.01405, -0.94834
0.0141, -0.953342
0.01415, -0.95809
0.0142, -0.962577
0.01425, -0.966796
0.0143, -0.970738
0.01435, -0.974399
0.0144, -0.97777
0.01445, -0.980846
0.0145, -0.983622
0.01455, -0.986091
0.0146, -0.988249
0.01465, -0.990091
0.0147, -0.991612
0.01475, -0.99281
0.0148, -0.993679
0.01485, -0.994218
0.0149, -0.994424
0.01495, -0.994295
0.015, -0.993828
0.01505, -0.993024
0.0151, -0.99188
0.01515, -0.990398
0.0152, -0.988576
0.01525, -0.986416
0.0153, -0.983918
0.01535, -0.981085
0.0154, -0.977918
0.01545, -0.97442
0.0155, -0.970593
0.01555, -0.966442
0.0156, -0.961969
0.01565, -0.957178
0.0157, -0.952075
0.01575, -0.946663
0.0158, -0.940949
0.01585, -0.934937
0.0159, -0.928633
0.01595, -0.922044
0.016, -0.915176
0.01605, -0.908035
0.0161, -0.900628
0.01615, -0.892963
0.0162, -0.892757
0.01625, -0.876885
0.0163, -0.868487
0.01635, -0.85986
0.0164, -0.851012
0.01645, -0.850659
0.0165, -0.832683
0.01655, -0.823219
0.0166, -0.813564
0.01665, -0.803729
0.0167, -0.793719
0.01675, -0.783544
0.0168, -0.773211
0.01685, -0.762727
0.0169, -0.752102
0.01695, -0.741341
0.017, -0.730454
0.01705, -0.72979
0.0171, -0.708326
0.01715, -0.697101
0.0172, -0.685777
0.01725, -0.674361
0.0173, -0.673592
0.01735, -0.65128
0.0174, -0.639629
0.01745, -0.62791
0.0175, -0.616131
0.01755, -0.604298
0.0176, -0.592415
0.01765, -0.580488
0.0177, -0.568521
0.01775, -0.556521
0.0178, -0.54449
0.01785, -0.532434
0.0179, -0.531486
0.01795, -0.508262
0.018, -0.496154
0.01805, -0.484035
0.0181, -0.47191
0.01815, -0.459781
0.0182, -0.447651
0.01825, -0.435522
0.0183, -0.423398
0.01835, -0.41128
0.0184, -0.399171
0.01845, -0.387071
0.0185, -0.374984
0.01855, -0.362911
0.0186, -0.350852
0.01865, -0.338809
0.0187, -0.326784
0.01875, -0.325736
0.0188, -0.302787
0.01885, -0.290817
0.0189, -0.278866
0.01895, -0.266935
0.019, -0.255024
0.01905, -0.243132
0.0191, -0.231261
0.01915, -0.219409
0.0192, -0.207576
0.01925, -0.195761
0.0193, -0.183965
0.01935, -0.172186
0.0194, -0.160424
0.01945, -0.148678
0.0195, -0.136947
0.01955, -0.12523
0.0196, -0.124188
0.01965, -0.101834
0.0197, -0.0901525
0.01975, -0.0784809
0.0198, -0.0668178
0.01985, -0.0551619
0.0199, -0.0435119
0.01995, -0.0318665
0.02, -0.0202242
0.02005, -0.00858391
0.0201, 0.0030559
0.02015, 0.0146965
0.0202, 0.0263394
0.02025, 0.0379858
0.0203, 0.0496372
0.02035, 0.0612947
0.0204, 0.0729599
0.02045, 0.0739713
0.0205, 0.0963178
0.02055, 0.108013
0.0206, 0.119721
0.02065, 0.131442
0.0207, 0.143178
0.02075, 0.154929
0.0208, 0.166697
0.02085, 0.178483
0.0209, 0.190286
0.02095, 0.202108
0.021, 0.21395
0.02105, 0.225812
0.0211, 0.237694
0.02115, 0.249596
0.0212, 0.26152
0.02125, 0.273464
0.0213, 0.274469
0.02135, 0.297415
0.0214, 0.309421
0.02145, 0.321446
0.0215, 0.333491
0.02155, 0.345554
0.0216, 0.357635
0.02165, 0.369732
0.0217, 0.381844
0.02175, 0.39397
0.0218, 0.406107
0.02185, 0.418255
0.0219, 0.419276
0.02195, 0.442572
0.022, 0.454738
0.02205, 0.466904
0.0221, 0.479068
0.02215, 0.480098
0.0222, 0.503378
0.02225, 0.515517
0.0223, 0.527641
0.02235, 0.539745
0.0224, 0.551826
0.02245, 0.56388
0.0225, 0.575901
0.02255, 0.587884
0.0226, 0.599825
0.02265, 0.611719
0.0227, 0.62356
0.02275, 0.62461
0.0228, 0.64706
0.02285, 0.658707
0.0229, 0.670278
0.02295, 0.681764
0.023, 0.682817
0.02305, 0.704461
0.0231, 0.715656
0.02315, 0.72674
0.0232, 0.737706
0.02325, 0.748546
0.0233, 0.759252
0.02335, 0.769817
0.0234, 0.780232
0.02345, 0.79049
0.0235, 0.800584
0.02355, 0.810504
0.0236, 0.811534
0.02365, 0.829792
0.0237, 0.839145
0.02375, 0.848292
0.0238, 0.857226
0.02385, 0.858227
0.0239, 0.874422
0.02395, 0.882668
0.024, 0.89067
0.02405, 0.898421
0.0241, 0.905912
0.02415, 0.913137
0.0242, 0.920088
0.02425, 0.92676
0.0243, 0.933146
0.02435, 0.93924
0.0244, 0.945035
0.02445, 0.945906
0.0245, 0.95571
0.02455, 0.96058
0.0246, 0.965131
0.02465, 0.969361
0.0247, 0.970148
0.02475, 0.97684
0.0248, 0.980083
0.02485, 0.982992
0.0249, 0.985564
0.02495, 0.987799
0.025, 0.989696
0.02505, 0.991253
0.0251, 0.992471
0.02515, 0.993349
0.0252, 0.99389
0.02525, 0.994093
0.0253, 0.994611
0.02535, 0.993497
0.0254, 0.992701
0.02545, 0.991578
0.0255, 0.990131
0.02555, 0.990512
0.0256, 0.986282
0.02565, 0.983888
0.0257, 0.981189
0.02575, 0.978189
0.0258, 0.974894
0.02585, 0.971311
0.0259, 0.967445
0.02595, 0.963304
0.026, 0.958895
0.02605, 0.954224
0.0261, 0.9493
0.02615, 0.94413
0.0262, 0.938721
0.02625, 0.933082
0.0263, 0.927222
0.02635, 0.921148
0.0264, 0.914868
0.02645, 0.908393
0.0265, 0.901729
0.02655, 0.894885
0.0266, 0.887871
0.02665, 0.880695
0.0267, 0.873365
0.02675, 0.865891
0.0268, 0.85828
0.02685, 0.850542
0.0269, 0.842684
0.02695, 0.834716
0.027, 0.826645
0.02705, 0.818479
0.0271, 0.810228
0.02715, 0.801897
0.0272, 0.793496
0.02725, 0.785032
0.0273, 0.776512
0.02735, 0.767944
0.0274, 0.759334
0.02745, 0.75069
0.0275, 0.742017
0.02755, 0.733324
0.0276, 0.724615
0.02765, 0.715897
0.0277, 0.707176
0.02775, 0.698458
0.0278, 0.689747
0.02785, 0.68105
0.0279, 0.672371
0.02795, 0.663715
0.028, 0.655087
0.02805, 0.646491
0.0281, 0.637932
0.02815, 0.629413
0.0282, 0.620938
0.02825, 0.61251
0.0283, 0.604135
0.02835, 0.595813
0.0284, 0.587549
0.02845, 0.579345
0.0285, 0.571205
0.02855, 0.56313
0.0286, 0.555123
0.02865, 0.547185
0.0287, 0.53932
0.02875, 0.531529
0.0288, 0.523814
0.02885, 0.516176
0.0289, 0.508616
0.02895, 0.501137
0.029, 0.493739
0.02905, 0.486422
0.0291, 0.479189
0.02915, 0.47204
0.0292, 0.464975
0.02925, 0.457996
0.0293, 0.451102
0.02935, 0.444294
0.0294, 0.437573
0.02945, 0.430938
0.0295, 0.424389
0.02955, 0.417928
0.0296, 0.411553
0.02965, 0.405265
0.0297, 0.399063
0.02975, 0.392947
0.0298, 0.386918
0.02985, 0.380974
0.0299, 0.375115
0.02995, 0.369341
0.03, 0.363651
0.03005, 0.358044
0.0301, 0.352521
0.03015, 0.347081
0.0302, 0.341722
0.03025, 0.336445
0.0303, 0.331248
0.03035, 0.32613
0.0304, 0.321092
0.03045, 0.316132
0.0305, 0.311249
0.03055, 0.306443
0.0306, 0.301713
0.03065, 0.297057
0.0307, 0.292476
0.03075, 0.287967
0.0308, 0.283531
0.03085, 0.279166
0.0309, 0.274872
0.03095, 0.270647
0.031, 0.266491
0.03105, 0.262402
0.0311, 0.25838
0.03115, 0.254424
0.0312, 0.250533
0.03125, 0.246706
0.0313, 0.242942
0.03135, 0.23924
0.0314, 0.235599
0.03145, 0.232019
0.0315, 0.228498
0.03155, 0.225035
0.0316, 0.22163
0.03165, 0.218282
0.0317, 0.21499
0.03175, 0.211752
0.0318, 0.208569
0.03185, 0.205438
0.0319, 0.20236
0.03195, 0.199334
0.032, 0.196358
0.03205, 0.193432
0.0321, 0.190555
0.03215, 0.187726
0.0322, 0.184945
0.03225, 0.18221
0.0323, 0.17952
0.03235, 0.176876
0.0324, 0.176876
0.03245, 0.17172
0.0325, 0.169207
0.03255, 0.166735
0.0326, 0.164305
0.03265, 0.164305
0.0327, 0.159565
0.03275, 0.157255
0.0328, 0.154983
0.03285, 0.152748
0.0329, 0.152748
0.03295, 0.148391
0.033, 0.146266
0.03305, 0.144177
0.0331, 0.142122
0.03315, 0.140337
0.0332, 0.138114
0.03325, 0.136159
0.0333, 0.134237
0.03335, 0.132347
0.0334, 0.130704
0.03345, 0.128658
0.0335, 0.12686
0.03355, 0.12509
0.0336, 0.12335
0.03365, 0.121838
0.0337, 0.119954
0.03375, 0.118298
0.0338, 0.116668
0.03385, 0.115065
0.0339, 0.113671
0.03395, 0.111936
0.034, 0.11041
0.03405, 0.108908
0.0341, 0.108737
0.03415, 0.105977
0.0342, 0.104546
0.03425, 0.103139
0.0343, 0.101754
0.03435, 0.101596
0.0344, 0.0990494
0.03445, 0.0977296
0.0345, 0.0964307
0.03455, 0.0951525
0.0346, 0.0950071
0.03465, 0.0926562
0.0347, 0.0914375
0.03475, 0.0902381
0.0348, 0.0890574
0.03485, 0.0878952
0.0349, 0.0867512
0.03495, 0.0856251
0.035, 0.0845165
0.03505, 0.0834252
0.0351, 0.0823507
0.03515, 0.0812929
0.0352, 0.0802515
0.03525, 0.0792261
0.0353, 0.0782164
0.03535, 0.0772223
0.0354, 0.0762434
0.03545, 0.0752794
0.0355, 0.0743302
0.03555, 0.0743302
0.0356, 0.0724748
0.03565, 0.0715681
0.0357, 0.0706752
0.03575, 0.0697957
0.0358, 0.0697957
0.03585, 0.0680763
0.0359, 0.0672358
0.03595, 0.066408
0.036, 0.0655925
0.03605, 0.0655925
0.0361, 0.0639977
0.03615, 0.063218
0.0362, 0.0624498
0.03625, 0.0616929
0.0363, 0.0610317
0.03635, 0.0602125
0.0364, 0.0594885
0.03645, 0.0587751
0.0365, 0.0580721
0.03655, 0.0574576
0.0366, 0.0566967
0.03665, 0.0560239
0.0367, 0.0553608
0.03675, 0.0547073
0.0368, 0.0541357
0.03685, 0.0534283
0.0369, 0.0528025
0.03695, 0.0521857
0.037, 0.0515777
0.03705, 0.0510456
0.0371, 0.0503874
0.03715, 0.0498049
0.0372, 0.0492306
0.03725, 0.0491672
0.0373, 0.0481062
0.03735, 0.0475558
0.0374, 0.0470131
0.03745, 0.046478
0.0375, 0.046419
0.03755, 0.04543
0.0376, 0.0449169
0.03765, 0.0444108
0.0377, 0.0439118
0.03775, 0.043857
0.0378, 0.0429342
0.03785, 0.0424555
0.0379, 0.0419833
0.03795, 0.0415175
0.038, 0.0410581
0.03805, 0.0406049
0.0381, 0.0401579
0.03815, 0.0397169
0.0382, 0.0392818
0.03825, 0.0388526
0.0383, 0.0384291
0.03835, 0.0380114
0.0384, 0.0375992
0.03845, 0.0371925
0.0385, 0.0367912
0.03855, 0.0363952
0.0386, 0.0360045
0.03865, 0.0356189
0.0387, 0.0352384
0.03875, 0.0348629
0.0388, 0.0344924
0.03885, 0.0341267
0.0389, 0.0337657
0.03895, 0.0337657
0.039, 0.0330579
0.03905, 0.0327108
0.0391, 0.0323683
0.03915, 0.0320301
0.0392, 0.0320301
0.03925, 0.0313668
0.0393, 0.0310415
0.03935, 0.0307204
0.0394, 0.0304034
0.03945, 0.0304034
0.0395, 0.0297814
0.03955, 0.0294763
0.0396, 0.029175
0.03965, 0.0288776
0.0397, 0.0286159
0.03975, 0.0282938
0.0398, 0.0280075
0.03985, 0.0277246
0.0399, 0.0274454
0.03995, 0.0271995
0.04, 0.00282191
0.04005, 0.0027677
0.0401, 0.00273887
0.04015, 0.00271041
0.0402, 0.00271041
0.04025, 0.00265458
0.0403, 0.0026272
0.04035, 0.00260016
0.0404, 0.00257347
0.04045, 0.00257347
0.0405, 0.0025211
0.04055, 0.0024954
0.0406, 0.00247003
0.04065, 0.00244498
0.0407, 0.00242024
0.04075, 0.00239581
0.0408, 0.00237169
0.04085, 0.00234786
0.0409, 0.00232433
0.04095, 0.0023011
0.041, 0
0.04105, 0
0.0411, 0
0.04115, 0
0.0412, 0
0.04125, 0
0.0413, 0
0.04135, 0
0.0414, 0
0.04145, 0
0.0415, 0
0.04155, 0
0.0416, 0
0.04165, 0
0.0417, 0
0.04175, 0
0.0418, 0
0.04185, 0
0.0419, 0
0.04195, 0
0.042, 0
0.04205, 0
0.0421, 0
0.04215, 0
0.0422, 0
0.04225, 0
0.0423, 0
0.04235, 0
0.0424, 0
0.04245, 0
0.0425, 0
0.04255, 0
0.0426, 0
0.04265, 0
0.0427, 0
0.04275, 0
0.0428, 0
0.04285, 0
0.0429, 0
0.04295, 0
0.043, 0
0.04305, 0
0.0431, 0
0.04315, 0
0.0432, 0
0.04325, 0
0.0433, 0
0.04335, 0
0.0434, 0
0.04345, 0
0.0435, 0
0.04355, 0
0.0436, 0
0.04365, 0
0.0437, 0
0.04375, 0
0.0438, 0
0.04385, 0
0.0439, 0
0.04395, 0
0.044, 0
0.04405, 0
0.0441, 0
0.04415, 0
0.0442, 0
0.04425, 0
0.0443, 0
0.04435, 0
0.0444, 0
0.04445, 0
0.0445, 0
0.04455, 0
0.0446, 0
0.04465, 0
0.0447, 0
0.04475, 0
0.0448, 0
0.04485, 0
0.0449, 0
0.04495, 0
0.045, 0
0.04505, 0
0.0451, 0
0.04515, 0
0.0452, 0
0.04525, 0
0.0453, 0
0.04535, 0
0.0454, 0
0.04545, 0
0.0455, 0
0.04555, 0
0.0456, 0
0.04565, 0
0.0457, 0
0.04575, 0
0.0458, 0
0.04585, 0
0.0459, 0
0.04595, 0
0.046, 0
0.04605, 0
0.0461, 0
0.04615, 0
0.0462, 0
0.04625, 0
0.0463, 0
0.04635, 0
0.0464, 0
0.04645, 0
0.0465, 0
0.04655, 0
0.0466, 0
0.04665, 0
0.0467, 0
0.04675, 0
0.0468, 0
0.04685, 0
0.0469, 0
0.04695, 0
0.047, 0
0.04705, 0
0.0471, 0
0.04715, 0
0.0472, 0
0.04725, 0
0.0473, 0
0.04735, 0
0.0474, 0
0.04745, 0
0.0475, 0
0.04755, 0
0.0476, 0
0.04765, 0
0.0477, 0
0.04775, 0
0.0478, 0
0.04785, 0
0.0479, 0
0.04795, 0
0.048, 0
0.04805, 0
0.0481, 0
0.04815, 0
0.0482, 0
0.04825, 0
0.0483, 0
0.04835, 0
0.0484, 0
0.04845, 0
0.0485, 0
0.04855, 0
0.0486, 0
0.04865, 0
0.0487, 0
0.04875, 0
0.0488, 0
0.04885, 0
0.0489, 0
0.04895, 0
0.049, 0
0.04905, 0
0.0491, 0
0.04915, 0
0.0492, 0
0.04925, 0
0.0493, 0
0.04935, 0
0.0494, 0
0.04945, 0
0.0495, 0
0.04955, 0
0.0496, 0
0.04965, 0
0.0497, 0
0.04975, 0
0.0498, 0
0.04985, 0
0.0499, 0
0.04995, 0
0.05, 0
0.05005, 0
0.0501, 0
0.05015, 0
0.0502, 0
0.05025, 0
0.0503, 0
0.05035, 0
0.0504, 0
0.05045, 0
0.0505, 0
0.05055, 0
0.0506, 0
0.05065, 0
0.0507, 0
0.05075, 0
0.0508, 0
0.05085, 0
0.0509, 0
0.05095, 0
0.051, 0
0.05105, 0
0.0511, 0
0.05115, 0
0.0512, 0
0.05125, 0
0.0513, 0
0.05135, 0
0.0514, 0
0.05145, 0
0.0515, 0
0.05155, 0
0.0516, 0
0.05165, 0
0.0517, 0
0.05175, 0
0.0518, 0
0.05185, 0
0.0519, 0
0.05195, 0
0.052, 0
0.05205, 0
0.0521, 0
0.05215, 0
0.0522, 0
0.05225, 0
0.0523, 0
0.05235, 0
0.0524, 0
0.05245, 0
0.0525, 0
0.05255, 0
0.0526, 0
0.05265, 0
0.0527, 0
0.05275, 0
0.0528, 0
0.05285, 0
0.0529, 0
0.05295, 0
0.053, 0
0.05305, 0
0.0531, 0
0.05315, 0
0.0532, 0
0.05325, 0
0.0533, 0
0.05335, 0
0.0534, 0
0.05345, 0
0.0535, 0
0.05355, 0
0.0536, 0
0.05365, 0
0.0537, 0
0.05375, 0
0.0538, 0
0.05385, 0
0.0539, 0
0.05395, 0
0.054, 0
0.05405, 0
0.0541, 0
0.05415, 0
0.0542, 0
0.05425, 0
0.0543, 0
0.05435, 0
0.0544, 0
0.05445, 0
0.0545, 0
0.05455, 0
0.0546, 0
0.05465, 0
0.0547, 0
0.05475, 0
0.0548, 0
0.05485, 0
0.0549, 0
0.05495, 0
0.055, 0
0.05505, 0
0.0551, 0
0.05515, 0
0.0552, 0
0.05525, 0
0.0553, 0
0.05535, 0
0.0554, 0
0.05545, 0
0.0555, 0
0.05555, 0
0.0556, 0
0.05565, 0
0.0557, 0
0.05575, 0
0.0558, 0
0.05585, 0
0.0559, 0
0.05595, 0
0.056, 0
0.05605, 0
0.0561, 0
0.05615, 0
0.0562, 0
0.05625, 0
0.0563, 0
0.05635, 0
0.0564, 0
0.05645, 0
0.0565, 0
0.05655, 0
0.0566, 0
0.05665, 0
0.0567, 0
0.05675, 0
0.0568, 0
0.05685, 0
0.0569, 0
0.05695, 0
0.057, 0
0.05705, 0
0.0571, 0
0.05715, 0
0.0572, 0
0.05725, 0
0.0573, 0
0.05735, 0
0.0574, 0
0.05745, 0
0.0575, 0
0.05755, 0
0.0576, 0
0.05765, 0
0.0577, 0
0.05775, 0
0.0578, 0
0.05785, 0
0.0579, 0
0.05795, 0
0.058, 0
0.05805, 0
0.0581, 0
0.05815, 0
0.0582, 0
0.05825, 0
0.0583, 0
0.05835, 0
0.0584, 0
0.05845, 0
0.0585, 0
0.05855, 0
0.0586, 0
0.05865, 0
0.0587, 0
0.05875, 0
0.0588, 0
0.05885, 0
0.0589, 0
0.05895, 0
0.059, 0
0.05905, 0
0.0591, 0
0.05915, 0
0.0592, 0
0.05925, 0
0.0593, 0
0.05935, 0
0.0594, 0
0.05945, 0
0.0595, 0
0.05955, 0
0.0596, 0
0.05965, 0
0.0597, 0
0.05975, 0
0.0598, 0
0.05985, 0
0.0599, 0
0.05995, 0
0.06, 0
