0.0055, -0.00810859
0.00555, -0.00821717
0.0056, -0.0083275
0.00565, -0.0084396
0.0057, -0.00855351
0.00575, -0.00855351
0.0058, -0.0087869
0.00585, -0.00890643
0.0059, -0.00890643
0.00595, -0.00915138
0.006, -0.00927685
0.00605, -0.00940438
0.0061, -0.009534
0.00615, -0.00966574
0.0062, -0.00979964
0.00625, -0.00993576
0.0063, -0.0100741
0.00635, -0.0102148
0.0064, -0.0103577
0.00645, -0.0105031
0.0065, -0.0106508
0.00655, -0.010801
0.0066, -0.0109537
0.00665, -0.011109
0.0067, -0.0112668
0.00675, -0.0114273
0.0068, -0.0115905
0.00685, -0.0117564
0.0069, -0.0119251
0.00695, -0.0120966
0.007, -0.012271
0.00705, -0.0124484
0.0071, -0.0126287
0.00715, -0.0128121
0.0072, -0.0129986
0.00725, -0.0131883
0.0073, -0.0133811
0.00735, -0.0135772
0.0074, -0.0137767
0.00745, -0.0139795
0.0075, -0.0141858
0.00755, -0.0143956
0.0076, -0.014609
0.00765, -0.014826
0.0077, -0.0150467
0.00775, -0.0152712
0.0078, -0.0154995
0.00785, -0.0157316
0.0079, -0.0159678
0.00795, -0.0162079
0.008, -0.0164522
0.00805, -0.0167007
0.0081, -0.0167007
0.00815, -0.0172103
0.0082, -0.0174717
0.00825, -0.0177375
0.0083, -0.0180079
0.00835, -0.0182828
0.0084, -0.0185625
0.00845, -0.0188469
0.0085, -0.0191361
0.00855, -0.0194303
0.0086, -0.0197294
0.00865, -0.0197294
0.0087, -0.020343
0.00875, -0.0206576
0.0088, -0.0209775
0.00885, -0.0213027
0.0089, -0.0216335
0.00895, -0.0216335
0.009, -0.0223118
0.00905, -0.0226594
0.0091, -0.0230129
0.00915, -0.0233722
0.0092, -0.0237375
0.00925, -0.0241088
0.0093, -0.0244863
0.00935, -0.02487
0.0094, -0.0252599
0.00945, -0.0256562
0.0095, -0.026059
0.00955, -0.0264682
0.0096, -0.0268841
0.00965, -0.0273066
0.0097, -0.0277359
0.00975, -0.028172
0.0098, -0.028172
0.00985, -0.029065
0.0099, -0.0295219
0.00995, -0.029986
0.01, -0.0304572
0.01005, -0.0309356
0.0101, -0.0314213
0.01015, -0.0319143
0.0102, -0.0324147
0.01025, -0.0329225
0.0103, -0.0334378
0.01035, -0.0339606
0.0104, -0.0344909
0.01045, -0.0350287
0.0105, -0.0355742
0.01055, -0.0361272
0.0106, -0.0366879
0.01065, -0.0366879
0.0107, -0.0378322
0.01075, -0.0384157
0.0108, -0.0390069
0.01085, -0.0396056
0.0109, -0.0402119
0.01095, -0.0402119
0.011, -0.041447
0.01105, -0.0420758
0.0111, -0.0427118
0.01115, -0.0433552
0.0112, -0.0440057
0.01125, -0.0446633
0.0113, -0.045328
0.01135, -0.0459994
0.0114, -0.0466777
0.01145, -0.0473625
0.0115, -0.0473625
0.01155, -0.0487512
0.0116, -0.0494548
0.01165, -0.0501642
0.0117, -0.0508793
0.01175, -0.0515999
0.0118, -0.0515999
0.01185, -0.0530562
0.0119, -0.0537915
0.01195, -0.054531
0.012, -0.0552747
0.01205, -0.0560219
0.0121, -0.0567726
0.01215, -0.0575262
0.0122, -0.0582824
0.01225, -0.0590407
0.0123, -0.0598008
0.01235, -0.0598008
0.0124, -0.0613245
0.01245, -0.0620871
0.0125, -0.0628495
0.01255, -0.0636113
0.0126, -0.0643719
0.01265, -0.0643719
0.0127, -0.0658872
0.01275, -0.0666408
0.0128, -0.0673908
0.01285, -0.0681366
0.0129, -0.0688776
0.01295, -0.0696131
0.013, -0.0703425
0.01305, -0.071065
0.0131, -0.0717799
0.01315, -0.0724865
0.0132, -0.0731842
0.01325, -0.073872
0.0133, -0.0745494
0.01335, -0.0752155
0.0134, -0.0758696
0.01345, -0.0765109
0.0135, -0.0771386
0.01355, -0.0777519
0.0136, -0.0783501
0.01365, -0.0789324
0.0137, -0.0794981
0.01375, -0.0800462
0.0138, -0.0805762
0.01385, -0.0810872
0.0139, -0.0815785
0.01395, -0.0820494
0.014, -0.0824991
0.01405, -0.0829269
0.0141, -0.0833322
0.01415, -0.0837142
0.0142, -0.0840724
0.01425, -0.0844061
0.0143, -0.0847148
0.01435, -0.0849978
0.0144, -0.0852547
0.01445, -0.0854849
0.0145, -0.0856879
0.01455, -0.0858633
0.0146, -0.0860108
0.01465, -0.0861298
0.0147, -0.0862202
0.01475, -0.0862815
0.0148, -0.0863137
0.01485, -0.0863163
0.0149, -0.0862893
0.01495, -0.0862326
0.015, -0.086146
0.01505, -0.0860295
0.0151, -0.0858831
0.01515, -0.0857068
0.0152, -0.0855007
0.01525, -0.085265
0.0153, -0.0849997
0.01535, -0.0847052
0.0154, -0.0843815
0.01545, -0.0840291
0.0155, -0.0836482
0.01555, -0.0832392
0.0156, -0.0828024
0.01565, -0.0823383
0.0157, -0.0818473
0.01575, -0.08133
0.0158, -0.0807868
0.01585, -0.0802183
0.0159, -0.079625
0.01595, -0.0790075
0.016, -0.0783664
0.01605, -0.0777024
0.0161, -0.0770161
0.01615, -0.0763082
0.0162, -0.0763082
0.01625, -0.0748301
0.0163, -0.0740613
0.01635, -0.0732737
0.0164, -0.0724679
0.01645, -0.0724679
0.0165, -0.0708047
0.01655, -0.0699487
0.0166, -0.0690774
0.01665, -0.0681915
0.0167, -0.0672917
0.01675, -0.0663788
0.0168, -0.0654533
0.01685, -0.0645161
0.0169, -0.0635678
0.01695, -0.062609
0.017, -0.0616404
0.01705, -0.0616404
0.0171, -0.0596764
0.01715, -0.0586822
0.0172, -0.0576806
0.01725, -0.0566723
0.0173, -0.0566723
0.01735, -0.0546377
0.0174, -0.0536125
0.01745, -0.0525826
0.0175, -0.0515486
0.01755, -0.0505109
0.0176, -0.04947
0.01765, -0.0484262
0.0177, -0.0473801
0.01775, -0.046332
0.0178, -0.0452823
0.01785, -0.0442313
0.0179, -0.0442313
0.01795, -0.0421266
0.018, -0.0410736
0.01805, -0.0400205
0.0181, -0.0389675
0.01815, -0.037915
0.0182, -0.036863
0.01825, -0.0358119
0.0183, -0.0347617
0.01835, -0.0337126
0.0184, -0.0326649
0.01845, -0.0316185
0.0185, -0.0305737
0.01855, -0.0295305
0.0186, -0.028489
0.01865, -0.0274493
0.0187, -0.0264114
0.01875, -0.0264114
0.0188, -0.0243413
0.01885, -0.0233092
0.0189, -0.0222789
0.01895, -0.0212506
0.019, -0.0202242
0.01905, -0.0191997
0.0191, -0.0181771
0.01915, -0.0171562
0.0192, -0.0161371
0.01925, -0.0151197
0.0193, -0.0141039
0.01935, -0.0130896
0.0194, -0.0120768
0.01945, -0.0110654
0.0195, -0.0100552
0.01955, -0.00904624
0.0196, -0.00904624
0.01965, -0.00703139
0.0197, -0.0060253
0.01975, -0.00501995
0.0198, -0.00401521
0.01985, -0.00301097
0.0199, -0.00200711
0.01995, -0.00100349
0.02, 0
0.02005, 0.00100349
0.0201, 0.00200711
0.02015, 0.00301097
0.0202, 0.00401521
0.02025, 0.00501995
0.0203, 0.0060253
0.02035, 0.00703139
0.0204, 0.00803833
0.02045, 0.00803833
0.0205, 0.0100552
0.02055, 0.0110654
0.0206, 0.0120768
0.02065, 0.0130896
0.0207, 0.0141039
0.02075, 0.0151197
0.0208, 0.0161371
0.02085, 0.0171562
0.0209, 0.0181771
0.02095, 0.0191997
0.021, 0.0202242
0.02105, 0.0212506
0.0211, 0.0222789
0.02115, 0.0233092
0.0212, 0.0243413
0.02125, 0.0253754
0.0213, 0.0253754
0.02135, 0.0274493
0.0214, 0.028489
0.02145, 0.0295305
0.0215, 0.0305737
0.02155, 0.0316185
0.0216, 0.0326649
0.02165, 0.0337126
0.0217, 0.0347617
0.02175, 0.0358119
0.0218, 0.036863
0.02185, 0.037915
0.0219, 0.037915
0.02195, 0.0400205
0.022, 0.0410736
0.02205, 0.0421266
0.0221, 0.0431793
0.02215, 0.0431793
0.0222, 0.0452823
0.02225, 0.046332
0.0223, 0.0473801
0.02235, 0.0484262
0.0224, 0.04947
0.02245, 0.0505109
0.0225, 0.0515486
0.02255, 0.0525826
0.0226, 0.0536125
0.02265, 0.0546377
0.0227, 0.0556579
0.02275, 0.0556579
0.0228, 0.0576806
0.02285, 0.0586822
0.0229, 0.0596764
0.02295, 0.0606627
0.023, 0.0606627
0.02305, 0.062609
0.0231, 0.0635678
0.02315, 0.0645161
0.0232, 0.0654533
0.02325, 0.0663788
0.0233, 0.0672917
0.02335, 0.0681915
0.0234, 0.0690774
0.02345, 0.0699487
0.0235, 0.0708047
0.02355, 0.0716446
0.0236, 0.0716446
0.02365, 0.0732737
0.0237, 0.0740613
0.02375, 0.0748301
0.0238, 0.0755793
0.02385, 0.0755793
0.0239, 0.0770161
0.02395, 0.0777024
0.024, 0.0783664
0.02405, 0.0790075
0.0241, 0.079625
0.02415, 0.0802183
0.0242, 0.0807868
0.02425, 0.08133
0.0243, 0.0818473
0.02435, 0.0823383
0.0244, 0.0828024
0.02445, 0.0828024
0.0245, 0.0836482
0.02455, 0.0840291
0.0246, 0.0843815
0.02465, 0.0847052
0.0247, 0.0847052
0.02475, 0.085265
0.0248, 0.0855007
0.02485, 0.0857068
0.0249, 0.0858831
0.02495, 0.0860295
0.025, 0.086146
0.02505, 0.0862326
0.0251, 0.0862893
0.02515, 0.0863163
0.0252, 0.0863137
0.02525, 0.0862815
0.0253, 0.0862815
0.02535, 0.0861298
0.0254, 0.0860108
0.02545, 0.0858633
0.0255, 0.0856879
0.02555, 0.0856879
0.0256, 0.0852547
0.02565, 0.0849978
0.0257, 0.0847148
0.02575, 0.0844061
0.0258, 0.0840724
0.02585, 0.0837142
0.0259, 0.0833322
0.02595, 0.0829269
0.026, 0.0824991
0.02605, 0.0820494
0.0261, 0.0815785
0.02615, 0.0810872
0.0262, 0.0805762
0.02625, 0.0800462
0.0263, 0.0794981
0.02635, 0.0789324
0.0264, 0.0783501
0.02645, 0.0777519
0.0265, 0.0771386
0.02655, 0.0765109
0.0266, 0.0758696
0.02665, 0.0752155
0.0267, 0.0745494
0.02675, 0.073872
0.0268, 0.0731842
0.02685, 0.0724865
0.0269, 0.0717799
0.02695, 0.071065
0.027, 0.0703425
0.02705, 0.0696131
0.0271, 0.0688776
0.02715, 0.0681366
0.0272, 0.0673908
0.02725, 0.0666408
0.0273, 0.0658872
0.02735, 0.0651308
0.0274, 0.0643719
0.02745, 0.0636113
0.0275, 0.0628495
0.02755, 0.0620871
0.0276, 0.0613245
0.02765, 0.0605622
0.0277, 0.0598008
0.02775, 0.0590407
0.0278, 0.0582824
0.02785, 0.0575262
0.0279, 0.0567726
0.02795, 0.0560219
0.028, 0.0552747
0.02805, 0.054531
0.0281, 0.0537915
0.02815, 0.0530562
0.0282, 0.0523256
0.02825, 0.0515999
0.0283, 0.0508793
0.02835, 0.0501642
0.0284, 0.0494548
0.02845, 0.0487512
0.0285, 0.0480537
0.02855, 0.0473625
0.0286, 0.0466777
0.02865, 0.0459994
0.0287, 0.045328
0.02875, 0.0446633
0.0288, 0.0440057
0.02885, 0.0433552
0.0289, 0.0427118
0.02895, 0.0420758
0.029, 0.041447
0.02905, 0.0408257
0.0291, 0.0402119
0.02915, 0.0396056
0.0292, 0.0390069
0.02925, 0.0384157
0.0293, 0.0378322
0.02935, 0.0372562
0.0294, 0.0366879
0.02945, 0.0361272
0.0295, 0.0355742
0.02955, 0.0350287
0.0296, 0.0344909
0.02965, 0.0339606
0.0297, 0.0334378
0.02975, 0.0329225
0.0298, 0.0324147
0.02985, 0.0319143
0.0299, 0.0314213
0.02995, 0.0309356
0.03, 0.0304572
0.03005, 0.029986
0.0301, 0.0295219
0.03015, 0.029065
0.0302, 0.028615
0.03025, 0.028172
0.0303, 0.0277359
0.03035, 0.0273066
0.0304, 0.0268841
0.03045, 0.0264682
0.0305, 0.026059
0.03055, 0.0256562
0.0306, 0.0252599
0.03065, 0.02487
0.0307, 0.0244863
0.03075, 0.0241088
0.0308, 0.0237375
0.03085, 0.0233722
0.0309, 0.0230129
0.03095, 0.0226594
0.031, 0.0223118
0.03105, 0.0219698
0.0311, 0.0216335
0.03115, 0.0213027
0.0312, 0.0209775
0.03125, 0.0206576
0.0313, 0.020343
0.03135, 0.0200336
0.0314, 0.0197294
0.03145, 0.0194303
0.0315, 0.0191361
0.03155, 0.0188469
0.0316, 0.0185625
0.03165, 0.0182828
0.0317, 0.0180079
0.03175, 0.0177375
0.0318, 0.0174717
0.03185, 0.0172103
0.0319, 0.0169533
0.03195, 0.0167007
0.032, 0.0164522
0.03205, 0.0162079
0.0321, 0.0159678
0.03215, 0.0157316
0.0322, 0.0154995
0.03225, 0.0152712
0.0323, 0.0150467
0.03235, 0.014826
0.0324, 0.014826
0.03245, 0.0143956
0.0325, 0.0141858
0.03255, 0.0139795
0.0326, 0.0137767
0.03265, 0.0137767
0.0327, 0.0133811
0.03275, 0.0131883
0.0328, 0.0129986
0.03285, 0.0128121
0.0329, 0.0128121
0.03295, 0.0124484
0.033, 0.012271
0.03305, 0.0120966
0.0331, 0.0119251
0.03315, 0.0117564
0.0332, 0.0115905
0.03325, 0.0114273
0.0333, 0.0112668
0.03335, 0.011109
0.0334, 0.0109537
0.03345, 0.010801
0.0335, 0.0106508
0.03355, 0.0105031
0.0336, 0.0103577
0.03365, 0.0102148
0.0337, 0.0100741
0.03375, 0.00993576
0.0338, 0.00979964
0.03385, 0.00966574
0.0339, 0.009534
0.03395, 0.00940438
0.034, 0.00927685
0.03405, 0.00915138
0.0341, 0.00915138
0.03415, 0.00890643
0.0342, 0.0087869
0.03425, 0.00866927
0.0343, 0.00855351
0.03435, 0.00855351
0.0344, 0.0083275
0.03445, 0.00821717
0.0345, 0.00810859
0.03455, 0.00800172
0.0346, 0.00800172
0.03465, 0.00779301
0.0347, 0.00769111
0.03475, 0.0075908
0.0348, 0.00749206
0.03485, 0.00739486
0.0349, 0.00729918
0.03495, 0.00720498
0.035, 0.00711224
0.03505, 0.00702094
0.0351, 0.00693105
0.03515, 0.00684254
0.0352, 0.00675539
0.03525, 0.00666958
0.0353, 0.00658508
0.03535, 0.00650188
0.0354, 0.00641994
0.03545, 0.00633925
0.0355, 0.00625978
0.03555, 0.00625978
0.0356, 0.00610444
0.03565, 0.00602852
0.0357, 0.00595375
0.03575, 0.0058801
0.0358, 0.0058801
0.03585, 0.00573608
0.0359, 0.00566568
0.03595, 0.00559633
0.036, 0.00552801
0.03605, 0.00552801
0.0361, 0.00539438
0.03615, 0.00532905
0.0362, 0.00526467
0.03625, 0.00520124
0.0363, 0.00513874
0.03635, 0.00507715
0.0364, 0.00501646
0.03645, 0.00495665
0.0365, 0.00489771
0.03655, 0.00483962
0.0366, 0.00478237
0.03665, 0.00472595
0.0367, 0.00467034
0.03675, 0.00461553
0.0368, 0.0045615
0.03685, 0.00450824
0.0369, 0.00445574
0.03695, 0.00440399
0.037, 0.00435297
0.03705, 0.00430268
0.0371, 0.00425309
0.03715, 0.00420421
0.0372, 0.004156
0.03725, 0.004156
0.0373, 0.00406162
0.03735, 0.00401541
0.0374, 0.00396985
0.03745, 0.00392492
0.0375, 0.00392492
0.03755, 0.00383692
0.0376, 0.00379382
0.03765, 0.00375133
0.0377, 0.00370941
0.03775, 0.00370941
0.0378, 0.00362729
0.03785, 0.00358707
0.0379, 0.0035474
0.03795, 0.00350826
0.038, 0.00346965
0.03805, 0.00343157
0.0381, 0.003394
0.03815, 0.00335693
0.0382, 0.00332036
0.03825, 0.00328429
0.0383, 0.00324869
0.03835, 0.00321356
0.0384, 0.00317891
0.03845, 0.00314471
0.0385, 0.00311097
0.03855, 0.00307767
0.0386, 0.0030448
0.03865, 0.00301237
0.0387, 0.00298037
0.03875, 0.00294878
0.0388, 0.00291761
0.03885, 0.00288684
0.0389, 0.00285647
0.03895, 0.00285647
0.039, 0.00279691
0.03905, 0.0027677
0.0391, 0.00273887
0.03915, 0.00271041
0.0392, 0.00271041
0.03925, 0.00265458
0.0393, 0.0026272
0.03935, 0.00260016
0.0394, 0.00257347
0.03945, 0.00257347
0.0395, 0.0025211
0.03955, 0.0024954
0.0396, 0.00247003
0.03965, 0.00244498
0.0397, 0.00242024
0.03975, 0.00239581
0.0398, 0.00237169
0.03985, 0.00234786
0.0399, 0.00232433
0.03995, 0.0023011
0.04, 2.5e-05
0.04005, 0
0.0401, 0
0.04015, 0
0.0402, 0
0.04025, 0
0.0403, 0
0.04035, 0
0.0404, 0
0.04045, 0
0.0405, 0
0.04055, 0
0.0406, 0
0.04065, 0
0.0407, 0
0.04075, 0
0.0408, 0
0.04085, 0
0.0409, 0
0.04095, 0
0.041, 0
0.04105, 0
0.0411, 0
0.04115, 0
0.0412, 0
0.04125, 0
0.0413, 0
0.04135, 0
0.0414, 0
0.04145, 0
0.0415, 0
0.04155, 0
0.0416, 0
0.04165, 0
0.0417, 0
0.04175, 0
0.0418, 0
0.04185, 0
0.0419, 0
0.04195, 0
0.042, 0
0.04205, 0
0.0421, 0
0.04215, 0
0.0422, 0
0.04225, 0
0.0423, 0
0.04235, 0
0.0424, 0
0.04245, 0
0.0425, 0
0.04255, 0
0.0426, 0
0.04265, 0
0.0427, 0
0.04275, 0
0.0428, 0
0.04285, 0
0.0429, 0
0.04295, 0
0.043, 0
0.04305, 0
0.0431, 0
0.04315, 0
0.0432, 0
0.04325, 0
0.0433, 0
0.04335, 0
0.0434, 0
0.04345, 0
0.0435, 0
0.04355, 0
0.0436, 0
0.04365, 0
0.0437, 0
0.04375, 0
0.0438, 0
0.04385, 0
0.0439, 0
0.04395, 0
0.044, 0
0.04405, 0
0.0441, 0
0.04415, 0
0.0442, 0
0.04425, 0
0.0443, 0
0.04435, 0
0.0444, 0
0.04445, 0
0.0445, 0
0.04455, 0
0.0446, 0
0.04465, 0
0.0447, 0
0.04475, 0
0.0448, 0
0.04485, 0
0.0449, 0
0.04495, 0
0.045, 0
0.04505, 0
0.0451, 0
0.04515, 0
0.0452, 0
0.04525, 0
0.0453, 0
0.04535, 0
0.0454, 0
0.04545, 0
0.0455, 0
0.04555, 0
0.0456, 0
0.04565, 0
0.0457, 0
0.04575, 0
0.0458, 0
0.04585, 0
0.0459, 0
0.04595, 0
0.046, 0
0.04605, 0
0.0461, 0
0.04615, 0
0.0462, 0
0.04625, 0
0.0463, 0
0.04635, 0
0.0464, 0
0.04645, 0
0.0465, 0
0.04655, 0
0.0466, 0
0.04665, 0
0.0467, 0
0.04675, 0
0.0468, 0
0.04685, 0
0.0469, 0
0.04695, 0
0.047, 0
0.04705, 0
0.0471, 0
0.04715, 0
0.0472, 0
0.04725, 0
0.0473, 0
0.04735, 0
0.0474, 0
0.04745, 0
0.0475, 0
0.04755, 0
0.0476, 0
0.04765, 0
0.0477, 0
0.04775, 0
0.0478, 0
0.04785, 0
0.0479, 0
0.04795, 0
0.048, 0
0.04805, 0
0.0481, 0
0.04815, 0
0.0482, 0
0.04825, 0
0.0483, 0
0.04835, 0
0.0484, 0
0.04845, 0
0.0485, 0
0.04855, 0
0.0486, 0
0.04865, 0
0.0487, 0
0.04875, 0
0.0488, 0
0.04885, 0
0.0489, 0
0.04895, 0
0.049, 0
0.04905, 0
0.0491, 0
0.04915, 0
0.0492, 0
0.04925, 0
0.0493, 0
0.04935, 0
0.0494, 0
0.04945, 0
0.0495, 0
0.04955, 0
0.0496, 0
0.04965, 0
0.0497, 0
0.04975, 0
0.0498, 0
0.04985, 0
0.0499, 0
0.04995, 0
0.05, 0
0.05005, 0
0.0501, 0
0.05015, 0
0.0502, 0
0.05025, 0
0.0503, 0
0.05035, 0
0.0504, 0
0.05045, 0
0.0505, 0
0.05055, 0
0.0506, 0
0.05065, 0
0.0507, 0
0.05075, 0
0.0508, 0
0.05085, 0
0.0509, 0
0.05095, 0
0.051, 0
0.05105, 0
0.0511, 0
0.05115, 0
0.0512, 0
0.05125, 0
0.0513, 0
0.05135, 0
0.0514, 0
0.05145, 0
0.0515, 0
0.05155, 0
0.0516, 0
0.05165, 0
0.0517, 0
0.05175, 0
0.0518, 0
0.05185, 0
0.0519, 0
0.05195, 0
0.052, 0
0.05205, 0
0.0521, 0
0.05215, 0
0.0522, 0
0.05225, 0
0.0523, 0
0.05235, 0
0.0524, 0
0.05245, 0
0.0525, 0
0.05255, 0
0.0526, 0
0.05265, 0
0.0527, 0
0.05275, 0
0.0528, 0
0.05285, 0
0.0529, 0
0.05295, 0
0.053, 0
0.05305, 0
0.0531, 0
0.05315, 0
0.0532, 0
0.05325, 0
0.0533, 0
0.05335, 0
0.0534, 0
0.05345, 0
0.0535, 0
0.05355, 0
0.0536, 0
0.05365, 0
0.0537, 0
0.05375, 0
0.0538, 0
0.05385, 0
0.0539, 0
0.05395, 0
0.054, 0
0.05405, 0
0.0541, 0
0.05415, 0
0.0542, 0
0.05425, 0
0.0543, 0
0.05435, 0
0.0544, 0
0.05445, 0
0.0545, 0
0.05455, 0
0.0546, 0
0.05465, 0
0.0547, 0
0.05475, 0
0.0548, 0
0.05485, 0
0.0549, 0
0.05495, 0
0.055, 0
0.05505, 0
0.0551, 0
0.05515, 0
0.0552, 0
0.05525, 0
0.0553, 0
0.05535, 0
0.0554, 0
0.05545, 0
0.0555, 0
0.05555, 0
0.0556, 0
0.05565, 0
0.0557, 0
0.05575, 0
0.0558, 0
0.05585, 0
0.0559, 0
0.05595, 0
0.056, 0
0.05605, 0
0.0561, 0
0.05615, 0
0.0562, 0
0.05625, 0
0.0563, 0
0.05635, 0
0.0564, 0
0.05645, 0
0.0565, 0
0.05655, 0
0.0566, 0
0.05665, 0
0.0567, 0
0.05675, 0
0.0568, 0
0.05685, 0
0.0569, 0
0.05695, 0
0.057, 0
0.05705, 0
0.0571, 0
0.05715, 0
0.0572, 0
0.05725, 0
0.0573, 0
0.05735, 0
0.0574, 0
0.05745, 0
0.0575, 0
0.05755, 0
0.0576, 0
0.05765, 0
0.0577, 0
0.05775, 0
0.0578, 0
0.05785, 0
0.0579, 0
0.05795, 0
0.058, 0
0.05805, 0
0.0581, 0
0.05815, 0
0.0582, 0
0.05825, 0
0.0583, 0
0.05835, 0
0.0584, 0
0.05845, 0
0.0585, 0
0.05855, 0
0.0586, 0
0.05865, 0
0.0587, 0
0.05875, 0
0.0588, 0
0.05885, 0
0.0589, 0
0.05895, 0
0.059, 0
0.05905, 0
0.0591, 0
0.05915, 0
0.0592, 0
0.05925, 0
0.0593, 0
0.05935, 0
0.0594, 0
0.05945, 0
0.0595, 0
0.05955, 0
0.0596, 0
0.05965, 0
0.0597, 0
0.05975, 0
0.0598, 0
0.05985, 0
0.0599, 0
0.05995, 0
0.06, 0
