0.0074, -0.18134
0.00745, -0.183956
0.0075, -0.186616
0.00755, -0.189321
0.0076, -0.192072
0.00765, -0.194869
0.0077, -0.197713
0.00775, -0.200606
0.0078, -0.203547
0.00785, -0.206538
0.0079, -0.20958
0.00795, -0.212674
0.008, -0.215819
0.00805, -0.219019
0.0081, -0.220374
0.00815, -0.225581
0.0082, -0.228946
0.00825, -0.232369
0.0083, -0.235849
0.00835, -0.239389
0.0084, -0.242989
0.00845, -0.24665
0.0085, -0.250373
0.00855, -0.254159
0.0086, -0.25801
0.00865, -0.259641
0.0087, -0.265909
0.00875, -0.26996
0.0088, -0.274079
0.00885, -0.278267
0.0089, -0.282527
0.00895, -0.284331
0.009, -0.291263
0.00905, -0.295742
0.0091, -0.300296
0.00915, -0.304927
0.0092, -0.309636
0.00925, -0.314423
0.0093, -0.319291
0.00935, -0.32424
0.0094, -0.329271
0.00945, -0.334385
0.0095, -0.339585
0.00955, -0.34487
0.0096, -0.350243
0.00965, -0.355703
0.0097, -0.361253
0.00975, -0.366894
0.0098, -0.369297
0.00985, -0.378451
0.0099, -0.384369
0.00995, -0.390383
0.01, -0.396493
0.01005, -0.4027
0.0101, -0.409005
0.01015, -0.41541
0.0102, -0.421914
0.01025, -0.42852
0.0103, -0.435228
0.01035, -0.442038
0.0104, -0.448953
0.01045, -0.455972
0.0105, -0.463096
0.01055, -0.470327
0.0106, -0.477665
0.01065, -0.48084
0.0107, -0.492663
0.01075, -0.500324
0.0108, -0.508094
0.01085, -0.515974
0.0109, -0.523963
0.01095, -0.52745
0.011, -0.540271
0.01105, -0.54859
0.0111, -0.557018
0.01115, -0.565557
0.0112, -0.574204
0.01125, -0.582961
0.0113, -0.591827
0.01135, -0.6008
0.0114, -0.60988
0.01145, -0.619067
0.0115, -0.623166
0.01155, -0.637756
0.0116, -0.647255
0.01165, -0.656856
0.0117, -0.666557
0.01175, -0.676355
0.0118, -0.680797
0.01185, -0.696238
0.0119, -0.706318
0.01195, -0.716488
0.012, -0.726743
0.01205, -0.737082
0.0121, -0.747501
0.01215, -0.757998
0.0122, -0.768568
0.01225, -0.779207
0.0123, -0.789912
0.01235, -0.794957
0.0124, -0.811502
0.01245, -0.822377
0.0125, -0.8333
0.01255, -0.844265
0.0126, -0.855266
0.01265, -0.860597
0.0127, -0.877356
0.01275, -0.888431
0.0128, -0.89952
0.01285, -0.910613
0.0129, -0.921705
0.01295, -0.932789
0.013, -0.943856
0.01305, -0.9549
0.0131, -0.965912
0.01315, -0.976884
0.0132, -0.987807
0.01325, -0.998674
0.0133, -1.00947
0.01335, -1.0202
0.0134, -1.03084
0.01345, -1.04139
0.0135, -1.05184
0.01355, -1.06217
0.0136, -1.07238
0.01365, -1.08246
0.0137, -1.09239
0.01375, -1.10217
0.0138, -1.11179
0.01385, -1.12123
0.0139, -1.13049
0.01395, -1.13955
0.014, -1.14841
0.01405, -1.15706
0.0141, -1.16547
0.01415, -1.17365
0.0142, -1.18159
0.01425, -1.18926
0.0143, -1.19667
0.01435, -1.2038
0.0144, -1.21065
0.01445, -1.2172
0.0145, -1.22344
0.01455, -1.22936
0.0146, -1.23497
0.01465, -1.24024
0.0147, -1.24517
0.01475, -1.24975
0.0148, -1.25397
0.01485, -1.25783
0.0149, -1.26132
0.01495, -1.26443
0.015, -1.26716
0.01505, -1.2695
0.0151, -1.27144
0.01515, -1.27299
0.0152, -1.27413
0.01525, -1.27487
0.0153, -1.27519
0.01535, -1.27511
0.0154, -1.27461
0.01545, -1.27369
0.0155, -1.27235
0.01555, -1.27059
0.0156, -1.26842
0.01565, -1.26583
0.0157, -1.26282
0.01575, -1.25939
0.0158, -1.25555
0.01585, -1.2513
0.0159, -1.24664
0.01595, -1.24157
0.016, -1.23611
0.01605, -1.23024
0.0161, -1.22398
0.01615, -1.21734
0.0162, -1.21579
0.01625, -1.20292
0.0163, -1.19515
0.01635, -1.18701
0.0164, -1.17853
0.01645, -1.17588
0.0165, -1.16052
0.01655, -1.15102
0.0166, -1.14119
0.01665, -1.13104
0.0167, -1.12059
0.01675, -1.10985
0.0168, -1.09881
0.01685, -1.0875
0.0169, -1.07592
0.01695, -1.06407
0.017, -1.05198
0.01705, -1.04699
0.0171, -1.02707
0.01715, -1.01428
0.0172, -1.00128
0.01725, -0.988077
0.0173, -0.982301
0.01735, -0.961095
0.0174, -0.947337
0.01745, -0.933413
0.0175, -0.919332
0.01755, -0.905103
0.0176, -0.890735
0.01765, -0.876237
0.0177, -0.861616
0.01775, -0.846881
0.0178, -0.83204
0.01785, -0.817101
0.0179, -0.809976
0.01795, -0.786958
0.018, -0.771768
0.01805, -0.756509
0.0181, -0.741186
0.01815, -0.725807
0.0182, -0.710378
0.01825, -0.694904
0.0183, -0.67939
0.01835, -0.663843
0.0184, -0.648267
0.01845, -0.632666
0.0185, -0.617046
0.01855, -0.601411
0.0186, -0.585765
0.01865, -0.57011
0.0187, -0.554452
0.01875, -0.546577
0.0188, -0.523135
0.01885, -0.507482
0.0189, -0.491837
0.01895, -0.476201
0.019, -0.460577
0.01905, -0.444966
0.0191, -0.429371
0.01915, -0.413791
0.0192, -0.39823
0.01925, -0.382687
0.0193, -0.367164
0.01935, -0.35166
0.0194, -0.336178
0.01945, -0.320716
0.0195, -0.305276
0.01955, -0.289856
0.0196, -0.282031
0.01965, -0.259079
0.0197, -0.243722
0.01975, -0.228383
0.0198, -0.213064
0.01985, -0.197763
0.0199, -0.182479
0.01995, -0.167212
0.02, -0.15196
0.02005, -0.136722
0.0201, -0.121497
0.02015, -0.106284
0.0202, -0.0910808
0.02025, -0.0758868
0.0203, -0.0607003
0.02035, -0.0455199
0.0204, -0.030344
0.02045, -0.0227444
0.0205, 4.04884e-09
0.02055, 0.0151713
0.0206, 0.030344
0.02065, 0.0455199
0.0207, 0.0607003
0.02075, 0.0758868
0.0208, 0.0910808
0.02085, 0.106284
0.0209, 0.121497
0.02095, 0.136722
0.021, 0.15196
0.02105, 0.167212
0.0211, 0.182479
0.02115, 0.197763
0.0212, 0.213064
0.02125, 0.228383
0.0213, 0.235937
0.02135, 0.259079
0.0214, 0.274457
0.02145, 0.289856
0.0215, 0.305276
0.02155, 0.320716
0.0216, 0.336178
0.02165, 0.35166
0.0217, 0.367164
0.02175, 0.382687
0.0218, 0.39823
0.02185, 0.413791
0.0219, 0.421462
0.02195, 0.444966
0.022, 0.460577
0.02205, 0.476201
0.0221, 0.491837
0.02215, 0.499578
0.0222, 0.523135
0.02225, 0.538792
0.0223, 0.554452
0.02235, 0.57011
0.0224, 0.585765
0.02245, 0.601411
0.0225, 0.617046
0.02255, 0.632666
0.0226, 0.648267
0.02265, 0.663843
0.0227, 0.67939
0.02275, 0.687281
0.0228, 0.710378
0.02285, 0.725807
0.0229, 0.741186
0.02295, 0.756509
0.023, 0.764421
0.02305, 0.786958
0.0231, 0.802071
0.02315, 0.817101
0.0232, 0.83204
0.02325, 0.846881
0.0233, 0.861616
0.02335, 0.876237
0.0234, 0.890735
0.02345, 0.905103
0.0235, 0.919332
0.02355, 0.933413
0.0236, 0.941151
0.02365, 0.961095
0.0237, 0.974678
0.02375, 0.988077
0.0238, 1.00128
0.02385, 1.00881
0.0239, 1.02707
0.02395, 1.03964
0.024, 1.05198
0.02405, 1.06407
0.0241, 1.07592
0.02415, 1.0875
0.0242, 1.09881
0.02425, 1.10985
0.0243, 1.12059
0.02435, 1.13104
0.0244, 1.14119
0.02445, 1.14773
0.0245, 1.16052
0.02455, 1.16969
0.0246, 1.17853
0.02465, 1.18701
0.0247, 1.19293
0.02475, 1.20292
0.0248, 1.21032
0.02485, 1.21734
0.0249, 1.22398
0.02495, 1.23024
0.025, 1.23611
0.02505, 1.24157
0.0251, 1.24664
0.02515, 1.2513
0.0252, 1.25555
0.02525, 1.25939
0.0253, 1.26328
0.02535, 1.26583
0.0254, 1.26842
0.02545, 1.27059
0.0255, 1.27235
0.02555, 1.27521
0.0256, 1.27461
0.02565, 1.27511
0.0257, 1.27519
0.02575, 1.27487
0.0258, 1.27413
0.02585, 1.27299
0.0259, 1.27144
0.02595, 1.2695
0.026, 1.26716
0.02605, 1.26443
0.0261, 1.26132
0.02615, 1.25783
0.0262, 1.25397
0.02625, 1.24975
0.0263, 1.24517
0.02635, 1.24024
0.0264, 1.23497
0.02645, 1.22936
0.0265, 1.22344
0.02655, 1.2172
0.0266, 1.21065
0.02665, 1.2038
0.0267, 1.19667
0.02675, 1.18926
0.0268, 1.18159
0.02685, 1.17365
0.0269, 1.16547
0.02695, 1.15706
0.027, 1.14841
0.02705, 1.13955
0.0271, 1.13049
0.02715, 1.12123
0.0272, 1.11179
0.02725, 1.10217
0.0273, 1.09239
0.02735, 1.08246
0.0274, 1.07238
0.02745, 1.06217
0.0275, 1.05184
0.02755, 1.04139
0.0276, 1.03084
0.02765, 1.0202
0.0277, 1.00947
0.02775, 0.998674
0.0278, 0.987807
0.02785, 0.976884
0.0279, 0.965912
0.02795, 0.9549
0.028, 0.943856
0.02805, 0.932789
0.0281, 0.921705
0.02815, 0.910613
0.0282, 0.89952
0.02825, 0.888431
0.0283, 0.877356
0.02835, 0.866298
0.0284, 0.855266
0.02845, 0.844265
0.0285, 0.8333
0.02855, 0.822377
0.0286, 0.811502
0.02865, 0.800678
0.0287, 0.789912
0.02875, 0.779207
0.0288, 0.768567
0.02885, 0.757998
0.0289, 0.747501
0.02895, 0.737082
0.029, 0.726743
0.02905, 0.716488
0.0291, 0.706318
0.02915, 0.696238
0.0292, 0.68625
0.02925, 0.676355
0.0293, 0.666557
0.02935, 0.656856
0.0294, 0.647255
0.02945, 0.637756
0.0295, 0.62836
0.02955, 0.619067
0.0296, 0.60988
0.02965, 0.6008
0.0297, 0.591827
0.02975, 0.582961
0.0298, 0.574204
0.02985, 0.565557
0.0299, 0.557018
0.02995, 0.54859
0.03, 0.540271
0.03005, 0.532062
0.0301, 0.523963
0.03015, 0.515974
0.0302, 0.508094
0.03025, 0.500324
0.0303, 0.492663
0.03035, 0.48511
0.0304, 0.477665
0.03045, 0.470327
0.0305, 0.463096
0.03055, 0.455972
0.0306, 0.448953
0.03065, 0.442038
0.0307, 0.435228
0.03075, 0.42852
0.0308, 0.421914
0.03085, 0.41541
0.0309, 0.409005
0.03095, 0.4027
0.031, 0.396493
0.03105, 0.390383
0.0311, 0.384369
0.03115, 0.378451
0.0312, 0.372626
0.03125, 0.366894
0.0313, 0.361253
0.03135, 0.355703
0.0314, 0.350243
0.03145, 0.34487
0.0315, 0.339585
0.03155, 0.334385
0.0316, 0.329271
0.03165, 0.32424
0.0317, 0.319291
0.03175, 0.314423
0.0318, 0.309636
0.03185, 0.304927
0.0319, 0.300296
0.03195, 0.295742
0.032, 0.291263
0.03205, 0.286858
0.0321, 0.282527
0.03215, 0.278267
0.0322, 0.274079
0.03225, 0.26996
0.0323, 0.265909
0.03235, 0.261927
0.0324, 0.261927
0.03245, 0.254159
0.0325, 0.250373
0.03255, 0.24665
0.0326, 0.242989
0.03265, 0.242989
0.0327, 0.235849
0.03275, 0.232369
0.0328, 0.228946
0.03285, 0.225581
0.0329, 0.225581
0.03295, 0.219019
0.033, 0.215819
0.03305, 0.212674
0.0331, 0.20958
0.03315, 0.208313
0.0332, 0.203547
0.03325, 0.200606
0.0333, 0.197713
0.03335, 0.194869
0.0334, 0.193703
0.03345, 0.189321
0.0335, 0.186616
0.03355, 0.183956
0.0336, 0.18134
0.03365, 0.180266
0.0337, 0.176237
0.03375, 0.173748
0.0338, 0.1713
0.03385, 0.168893
0.0339, 0.167903
0.03395, 0.164196
0.034, 0.161905
0.03405, 0.159652
0.0341, 0.158363
0.03415, 0.155255
0.0342, 0.153111
0.03425, 0.151001
0.0343, 0.148925
0.03435, 0.147739
0.0344, 0.144874
0.03445, 0.142898
0.0345, 0.140954
0.03455, 0.13904
0.0346, 0.137948
0.03465, 0.135306
0.0347, 0.133484
0.03475, 0.13169
0.0348, 0.129926
0.03485, 0.128189
0.0349, 0.12648
0.03495, 0.124799
0.035, 0.123144
0.03505, 0.121515
0.0351, 0.119912
0.03515, 0.118334
0.0352, 0.116781
0.03525, 0.115252
0.0353, 0.113748
0.03535, 0.112267
0.0354, 0.110809
0.03545, 0.109373
0.0355, 0.10796
0.03555, 0.10796
0.0356, 0.1052
0.03565, 0.103852
0.0357, 0.102524
0.03575, 0.101217
0.0358, 0.101217
0.03585, 0.0986627
0.0359, 0.0974148
0.03595, 0.0961859
0.036, 0.0949757
0.03605, 0.0949757
0.0361, 0.0926103
0.03615, 0.0914543
0.0362, 0.0903158
0.03625, 0.0891944
0.0363, 0.0887248
0.03635, 0.087002
0.0364, 0.0859303
0.03645, 0.0848746
0.0365, 0.0838347
0.03655, 0.0833982
0.0366, 0.0818009
0.03665, 0.0808065
0.0367, 0.0798268
0.03675, 0.0788615
0.0368, 0.0784556
0.03685, 0.0769733
0.0369, 0.0760499
0.03695, 0.07514
0.037, 0.0742433
0.03705, 0.0738654
0.0371, 0.0724888
0.03715, 0.0716305
0.0372, 0.0707846
0.03725, 0.070308
0.0373, 0.0691292
0.03735, 0.0683193
0.0374, 0.0675209
0.03745, 0.0667339
0.0375, 0.0662911
0.03755, 0.0651934
0.0376, 0.0644395
0.03765, 0.0636962
0.0377, 0.0629634
0.03775, 0.0625515
0.0378, 0.0615286
0.03785, 0.0608262
0.0379, 0.0601336
0.03795, 0.0594507
0.038, 0.0587773
0.03805, 0.0581133
0.0381, 0.0574584
0.03815, 0.0568125
0.0382, 0.0561756
0.03825, 0.0555474
0.0383, 0.0549279
0.03835, 0.0543168
0.0384, 0.053714
0.03845, 0.0531195
0.0385, 0.052533
0.03855, 0.0519545
0.0386, 0.0513838
0.03865, 0.0508208
0.0387, 0.0502654
0.03875, 0.0497174
0.0388, 0.0491768
0.03885, 0.0486434
0.0389, 0.0481171
0.03895, 0.0481171
0.039, 0.0470854
0.03905, 0.0465798
0.0391, 0.0460809
0.03915, 0.0455886
0.0392, 0.0455886
0.03925, 0.0446232
0.0393, 0.04415
0.03935, 0.0436829
0.0394, 0.043222
0.03945, 0.043222
0.0395, 0.0423179
0.03955, 0.0418747
0.0396, 0.0414371
0.03965, 0.0410052
0.0397, 0.0408194
0.03975, 0.040158
0.0398, 0.0397425
0.03985, 0.0393323
0.0399, 0.0389273
0.03995, 0.0387527
0.04, 0.0210403
0.04005, 0.0207958
0.0401, 0.0205792
0.04015, 0.0203654
0.0402, 0.0203654
0.04025, 0.0199459
0.0403, 0.0197401
0.04035, 0.019537
0.0404, 0.0193364
0.04045, 0.0193364
0.0405, 0.0189429
0.04055, 0.0187498
0.0406, 0.0185592
0.04065, 0.018371
0.0407, 0.0181851
0.04075, 0.0180016
0.0408, 0.0178203
0.04085, 0.0176413
0.0409, 0.0174645
0.04095, 0.0172899
0.041, 0
0.04105, 0
0.0411, 0
0.04115, 0
0.0412, 0
0.04125, 0
0.0413, 0
0.04135, 0
0.0414, 0
0.04145, 0
0.0415, 0
0.04155, 0
0.0416, 0
0.04165, 0
0.0417, 0
0.04175, 0
0.0418, 0
0.04185, 0
0.0419, 0
0.04195, 0
0.042, 0
0.04205, 0
0.0421, 0
0.04215, 0
0.0422, 0
0.04225, 0
0.0423, 0
0.04235, 0
0.0424, 0
0.04245, 0
0.0425, 0
0.04255, 0
0.0426, 0
0.04265, 0
0.0427, 0
0.04275, 0
0.0428, 0
0.04285, 0
0.0429, 0
0.04295, 0
0.043, 0
0.04305, 0
0.0431, 0
0.04315, 0
0.0432, 0
0.04325, 0
0.0433, 0
0.04335, 0
0.0434, 0
0.04345, 0
0.0435, 0
0.04355, 0
0.0436, 0
0.04365, 0
0.0437, 0
0.04375, 0
0.0438, 0
0.04385, 0
0.0439, 0
0.04395, 0
0.044, 0
0.04405, 0
0.0441, 0
0.04415, 0
0.0442, 0
0.04425, 0
0.0443, 0
0.04435, 0
0.0444, 0
0.04445, 0
0.0445, 0
0.04455, 0
0.0446, 0
0.04465, 0
0.0447, 0
0.04475, 0
0.0448, 0
0.04485, 0
0.0449, 0
0.04495, 0
0.045, 0
0.04505, 0
0.0451, 0
0.04515, 0
0.0452, 0
0.04525, 0
0.0453, 0
0.04535, 0
0.0454, 0
0.04545, 0
0.0455, 0
0.04555, 0
0.0456, 0
0.04565, 0
0.0457, 0
0.04575, 0
0.0458, 0
0.04585, 0
0.0459, 0
0.04595, 0
0.046, 0
0.04605, 0
0.0461, 0
0.04615, 0
0.0462, 0
0.04625, 0
0.0463, 0
0.04635, 0
0.0464, 0
0.04645, 0
0.0465, 0
0.04655, 0
0.0466, 0
0.04665, 0
0.0467, 0
0.04675, 0
0.0468, 0
0.04685, 0
0.0469, 0
0.04695, 0
0.047, 0
0.04705, 0
0.0471, 0
0.04715, 0
0.0472, 0
0.04725, 0
0.0473, 0
0.04735, 0
0.0474, 0
0.04745, 0
0.0475, 0
0.04755, 0
0.0476, 0
0.04765, 0
0.0477, 0
0.04775, 0
0.0478, 0
0.04785, 0
0.0479, 0
0.04795, 0
0.048, 0
0.04805, 0
0.0481, 0
0.04815, 0
0.0482, 0
0.04825, 0
0.0483, 0
0.04835, 0
0.0484, 0
0.04845, 0
0.0485, 0
0.04855, 0
0.0486, 0
0.04865, 0
0.0487, 0
0.04875, 0
0.0488, 0
0.04885, 0
0.0489, 0
0.04895, 0
0.049, 0
0.04905, 0
0.0491, 0
0.04915, 0
0.0492, 0
0.04925, 0
0.0493, 0
0.04935, 0
0.0494, 0
0.04945, 0
0.0495, 0
0.04955, 0
0.0496, 0
0.04965, 0
0.0497, 0
0.04975, 0
0.0498, 0
0.04985, 0
0.0499, 0
0.04995, 0
0.05, 0
0.05005, 0
0.0501, 0
0.05015, 0
0.0502, 0
0.05025, 0
0.0503, 0
0.05035, 0
0.0504, 0
0.05045, 0
0.0505, 0
0.05055, 0
0.0506, 0
0.05065, 0
0.0507, 0
0.05075, 0
0.0508, 0
0.05085, 0
0.0509, 0
0.05095, 0
0.051, 0
0.05105, 0
0.0511, 0
0.05115, 0
0.0512, 0
0.05125, 0
0.0513, 0
0.05135, 0
0.0514, 0
0.05145, 0
0.0515, 0
0.05155, 0
0.0516, 0
0.05165, 0
0.0517, 0
0.05175, 0
0.0518, 0
0.05185, 0
0.0519, 0
0.05195, 0
0.052, 0
0.05205, 0
0.0521, 0
0.05215, 0
0.0522, 0
0.05225, 0
0.0523, 0
0.05235, 0
0.0524, 0
0.05245, 0
0.0525, 0
0.05255, 0
0.0526, 0
0.05265, 0
0.0527, 0
0.05275, 0
0.0528, 0
0.05285, 0
0.0529, 0
0.05295, 0
0.053, 0
0.05305, 0
0.0531, 0
0.05315, 0
0.0532, 0
0.05325, 0
0.0533, 0
0.05335, 0
0.0534, 0
0.05345, 0
0.0535, 0
0.05355, 0
0.0536, 0
0.05365, 0
0.0537, 0
0.05375, 0
0.0538, 0
0.05385, 0
0.0539, 0
0.05395, 0
0.054, 0
0.05405, 0
0.0541, 0
0.05415, 0
0.0542, 0
0.05425, 0
0.0543, 0
0.05435, 0
0.0544, 0
0.05445, 0
0.0545, 0
0.05455, 0
0.0546, 0
0.05465, 0
0.0547, 0
0.05475, 0
0.0548, 0
0.05485, 0
0.0549, 0
0.05495, 0
0.055, 0
0.05505, 0
0.0551, 0
0.05515, 0
0.0552, 0
0.05525, 0
0.0553, 0
0.05535, 0
0.0554, 0
0.05545, 0
0.0555, 0
0.05555, 0
0.0556, 0
0.05565, 0
0.0557, 0
0.05575, 0
0.0558, 0
0.05585, 0
0.0559, 0
0.05595, 0
0.056, 0
0.05605, 0
0.0561, 0
0.05615, 0
0.0562, 0
0.05625, 0
0.0563, 0
0.05635, 0
0.0564, 0
0.05645, 0
0.0565, 0
0.05655, 0
0.0566, 0
0.05665, 0
0.0567, 0
0.05675, 0
0.0568, 0
0.05685, 0
0.0569, 0
0.05695, 0
0.057, 0
0.05705, 0
0.0571, 0
0.05715, 0
0.0572, 0
0.05725, 0
0.0573, 0
0.05735, 0
0.0574, 0
0.05745, 0
0.0575, 0
0.05755, 0
0.0576, 0
0.05765, 0
0.0577, 0
0.05775, 0
0.0578, 0
0.05785, 0
0.0579, 0
0.05795, 0
0.058, 0
0.05805, 0
0.0581, 0
0.05815, 0
0.0582, 0
0.05825, 0
0.0583, 0
0.05835, 0
0.0584, 0
0.05845, 0
0.0585, 0
0.05855, 0
0.0586, 0
0.05865, 0
0.0587, 0
0.05875, 0
0.0588, 0
0.05885, 0
0.0589, 0
0.05895, 0
0.059, 0
0.05905, 0
0.0591, 0
0.05915, 0
0.0592, 0
0.05925, 0
0.0593, 0
0.05935, 0
0.0594, 0
0.05945, 0
0.0595, 0
0.05955, 0
0.0596, 0
0.05965, 0
0.0597, 0
0.05975, 0
0.0598, 0
0.05985, 0
0.0599, 0
0.05995, 0
0.06, 0
